NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure Air,Pressure Surface,Wind Speed,Ts
0,-62.295,30.356,1.9761,-0.84524,NaN,4.695,50.57,431.76,401.09,1.451,-5.6698
0,-62.581,36.215,-1.1201,-0.77538,NaN,5.069,43.25,379.02,394.43,1.637,-5.8896
6.29,-63.057,30.603,-1.1227,-0.76975,0.664,4.494,44.38,373.62,391.14,1.444,-5.9996
11.51,-61.343,32.189,-0.76923,-0.51941,0.61402,4.9055,44.925,389.24,400.75,1.505,-5.6808
16.73,-59.628,33.803,-0.35678,-0.26663,0.59115,5.317,45.47,405.41,410.54,1.566,-5.3631
456,-58.866,20.502,-6.4363,11.6,0.39354,6.91,44.75,445.39,560.99,1.254,-1.1757
615.1,-56.199,15.273,-7.3565,15.99,0.38551,8.84,42.42,481.49,654.62,0.957,0.94955
685,-50.484,25.495,-12.41,18.269,0.38121,9.58,40.49,483.08,668.18,1.51,1.2346
714.1,-45.436,43.134,-12.884,19.716,0.3844,9.1,44.41,513.01,630.91,2.461,0.43826
696.3,-42.673,37.024,-12.283,19.137,0.38598,10.19,41.84,520.02,658.48,1.998,1.0311
639.1,-39.054,24.277,-7.9411,17.388,0.39191,11.12,41.34,546.64,687.91,1.266,1.6403
460.8,-38.577,32.09,-4.3514,12.693,0.40373,9.36,48.89,574.73,629.98,1.774,0.41775
298.1,-33.624,34.053,-2.1369,8.3611,0.41284,9.44,48.23,570.04,597.89,1.728,-0.30307
298.1,-33.624,34.053,-2.1369,8.3611,0.41284,9.44,48.23,570.04,597.89,1.728,-0.30307
12.14,-45.626,26.233,5.8263,-0.040243,0.54309,6.634,62.78,613.1,524.97,1.489,-2.0778
12.14,-45.626,26.233,5.8263,-0.040243,0.54309,6.634,62.78,613.1,524.97,1.489,-2.0778
0,-51.913,27.915,7.7693,-0.4578,NaN,6.439,64.68,623.24,510.42,1.551,-2.4581
0,-53.056,31.998,10.614,-0.2946,NaN,5.885,67.87,629.44,498.51,1.826,-2.7763
0,-54.58,29.927,10.08,-0.4111,NaN,5.747,67.72,622.08,486.05,1.669,-3.1169
0,-54.77,33.625,6.3337,-0.41783,NaN,6.165,59.27,560.42,479.14,1.755,-3.3091
0,-54.77,34.636,6.301,-0.39024,NaN,6.194,58.51,554.34,474.57,1.779,-3.4375
0,-55.723,70.79,-13.213,0.052305,NaN,8.63,36.24,405.55,501.67,3.096,-2.6914
0,-56.294,74.484,-20.14,-0.055023,NaN,9.35,29.75,349.5,498.51,3.044,-2.7763
0,-56.961,60.275,-10.9,-0.214,NaN,8.66,34.97,392.13,488.37,2.551,-3.053
0,-55.437,52.8,-4.6378,-0.20523,NaN,8.08,39.21,422.71,469.28,2.243,-3.5874
0,-56.199,90.175,-30.698,0.092455,NaN,9.21,26.23,305.25,493.03,3.682,-2.9252
6.98,-55.437,61.146,-20.854,-0.23032,0.63684,9.1,26.44,305.42,492.25,2.514,-2.9465
13.5,-54.866,70.153,-22.998,0.16334,0.56979,8.9,28.46,324.35,498.51,2.974,-2.7763
17.52,-54.866,90.745,-35.639,0.50103,0.56134,9.68,24.63,295.84,512.02,3.713,-2.4158
447.2,-50.865,61.333,-29.809,12.07,0.40158,10.47,29.15,369.13,604.21,2.856,-0.15845
612.1,-47.531,30.505,-8.1091,16.558,0.3879,9.82,43.95,532.88,643.16,1.656,0.70449
682.8,-44.197,26.303,-7.4274,18.547,0.38096,10.39,44,554.22,671.12,1.431,1.2956
716.1,-40.959,26.843,-8.4129,19.565,0.37839,10.09,43.99,543.09,669.16,1.503,1.255
642.1,-36.291,29.322,-7.6003,17.702,0.38141,9.74,45.78,552.09,655.59,1.654,0.96994
