SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
-2.504,0.57592,-1.9281,-10.764,66.99,24.313,2.2176
-3.193,0.73439,-2.4586,-14.165,34.885,16.08,0.96877
-2.773,0.63779,-2.1352,-14.319,82.876,37.238,2.9242
-3.243,0.74589,-2.4971,-14.011,129.2,52.6,4.6629
-3.075,0.70725,-2.3678,-16.007,23.523,6.2715,0.32215
-2.437,0.56051,-1.8765,-17.342,26.885,6.3306,0.39484
-2.05,0.4715,-1.5785,18.153,0,0,0.46755
1.815,-0.41745,1.3976,15.413,30.596,10.22,1.6256
21.36,-4.9128,16.447,13.145,59.254,23.847,3.179
52.2,-12.006,40.194,8.9592,83.348,35.601,4.7421
95.3,-21.919,73.381,8.5267,86.673,38.506,5.8419
174.2,-40.066,134.13,4.775,80.897,38.956,7.2996
572.4,-131.65,440.75,-20.199,127.7,54.448,17.002
397.3,-91.379,305.92,-8.5553,117.17,62.027,13.444
346.1,-79.603,266.5,-9.7947,59.475,40.93,10.074
630.6,-145.04,485.56,-42.561,57.753,27.658,14.906
515.1,-118.47,396.63,-41.598,0.90583,0.33928,10.05
347.4,-79.902,267.5,-51.325,0,0,6.0982
199.4,-45.862,153.54,-47.251,50.382,22.548,5.0557
117.3,-26.979,90.321,-58.068,0,0,0.90983
54.98,-12.645,42.335,-31.604,0,0,0.3027
3.177,-0.73071,2.4463,-41.917,1.628e-35,8.0877e-36,-1.1134
-2.874,0.66102,-2.213,-39.843,0,0,-1.1864
-1.429,0.32867,-1.1003,-33.63,0,0,-0.97972
-1.194,0.27462,-0.91938,-27.95,0,0,-0.81439
-2.438,0.56074,-1.8773,-45.924,0,0,-1.3485
-3.278,0.75394,-2.5241,-49.657,0,0,-1.472
-0.286,0.06578,-0.22022,-49.067,0,0,-1.3904
-2.572,0.59156,-1.9804,-51.28,0,0,-1.5025
-1.11,0.2553,-0.8547,-51.857,0,0,-1.487
-0.925,0.21275,-0.71225,-23.44,0,0,-0.68134
0.807,-0.18561,0.62139,-22.756,0,0,-0.6244
74.08,-17.038,57.042,-30.176,0,0,0.75787
94.3,-21.689,72.611,-27.065,2.717,1.2748,1.3975
176.7,-40.641,136.06,-26.85,0,0,3.0807
151.9,-34.937,116.96,-23.458,0,0,2.6377
207,-47.61,159.39,-27.862,0,0,3.7104
332.5,-76.475,256.03,-35.046,0,0,6.2338
330.9,-76.107,254.79,-33.923,2.1201,0.72879,6.311
330.9,-76.107,254.79,-38.334,2.1201,0.72879,6.1866
335.5,-77.165,258.33,-44.013,6.8491,2.3634,6.3058
335.5,-77.165,258.33,-63.395,6.8491,2.3634,5.7591
179.9,-41.377,138.52,-67.55,12.831,4.9584,2.504
105.7,-24.311,81.389,-32.996,2.4032,1.1133,1.4643
50.57,-11.631,38.939,-27.148,0,0,0.33262
5.074,-1.167,3.907,-26.404,0,0,-0.63463
0.662,-0.15226,0.50974,-40.115,0.090004,0.055321,-1.1132
0.755,-0.17365,0.58135,-40.001,0,0,-1.112
1.193,-0.27439,0.91861,-37.81,0,0,-1.0407
0.991,-0.22793,0.76307,-42.287,0,0,-1.1714
1.161,-0.26703,0.89397,-41.008,0,0,-1.1316
1.409,-0.32407,1.0849,-41.251,0,0,-1.1331
1.271,-0.29233,0.97867,-40.326,1.0766,0.89578,-1.0543
1.486,-0.34178,1.1442,-38.976,1.7066e-13,1.4883e-13,-1.0672
1.287,-0.29601,0.99099,-9.17,1.7597e-06,1.6431e-06,-0.23073
0.844,-0.19412,0.64988,-10.864,0,0,-0.28814
10.6,-2.438,8.162,-13.322,0,0,-0.14557
48.91,-11.249,37.661,-13.943,0,0,0.66908
140.1,-32.223,107.88,-19.347,0.63918,0.56909,2.5315
281.4,-64.722,216.68,-25.317,0.24008,0.19515,5.4105
523,-120.29,402.71,-40.271,7.726,5.5041,10.598
889,-204.47,684.53,-63.364,22.733,15.399,18.599
782.4,-179.95,602.45,-61.591,26.423,15.429,16.438
805.4,-185.24,620.16,-60.33,24.314,14.563,16.889
695.8,-160.03,535.77,-60.317,16.737,9.4251,14.15
775.4,-178.34,597.06,-55.782,23.333,13.345,16.304
493.6,-113.53,380.07,-29.324,43.434,26.91,11.879
230.4,-52.992,177.41,12.088,88.33,56.868,9.4416
110.5,-25.415,85.085,-2.8689,0,0,2.3193
26.95,-6.1985,20.752,-8.1673,0,0,0.355
1.404,-0.32292,1.0811,-23.163,0,0,-0.62291
1.437,-0.33051,1.1065,-30.879,0,0,-0.83988
1.413,-0.32499,1.088,-38.521,0,0,-1.056
2.253,-0.51819,1.7348,-35.435,0,0,-0.95068
1.75,-0.4025,1.3475,-37.516,0.4733,0.40323,-0.99558
1.94,-0.4462,1.4938,-40.235,0.034439,0.03012,-1.0911
1.478,-0.33994,1.1381,-40.139,0,0,-1.1002
1.08,-0.2484,0.8316,-39.599,0.78336,0.70606,-1.0516
1.652,-0.37996,1.272,-6.0126,0,0,-0.13373
1.295,-0.29785,0.99715,-8.2782,0.007075,0.0061634,-0.20502
14.62,-3.3626,11.257,-12.156,0.096432,0.082483,-0.020295
110.7,-25.461,85.239,-20.871,9.5215e-18,8.4415e-18,1.8158
331,-76.13,254.87,-36.093,7.1938,5.5301,6.5306
527.4,-121.3,406.1,-46.236,12.003,8.4797,10.729
551.4,-126.82,424.58,-45.162,10.91,7.0794,11.211
506.8,-116.56,390.24,-39.817,14.305,8.9825,10.542
528.7,-121.6,407.1,-44.292,4.4297,2.1217,10.419
463.2,-106.54,356.66,-39.053,0,0,8.9597
387.1,-89.033,298.07,-41.746,0,0,7.2307
272.2,-62.606,209.59,-29.984,0,0,5.0668
129.7,-29.831,99.869,-28.455,0,0,2.0146
38.31,-8.8113,29.499,-17.922,0,0,0.32658
13.99,-3.2177,10.772,-35.929,0,0,-0.70966
8.46,-1.9458,6.5142,-39.432,0,0,-0.92859
1.295,-0.29785,0.99715,-40.698,0,0,-1.1199
1.701,-0.39123,1.3098,-41.146,0,0,-1.1238
1.474,-0.33902,1.135,-41.174,1.2111e-13,1.1625e-13,-1.1295
1.599,-0.36777,1.2312,-39.441,7.1157e-11,7.1105e-11,-1.0779
1.567,-0.36041,1.2066,-40.077,0,0,-1.0965
0.926,-0.21298,0.71302,-42.188,0,0,-1.17
1.064,-0.24472,0.81928,-41.717,0,0,-1.1537
1.124,-0.25852,0.86548,-40.869,0,0,-1.1285
1.396,-0.32108,1.0749,-11.129,0,0,-0.28361
1.486,-0.34178,1.1442,-11.791,0,0,-0.30033
6.853,-1.5762,5.2768,-12.905,0,0,-0.21518
38.98,-8.9654,30.015,-17.766,0,0,0.34552
76.1,-17.503,58.597,-14.079,0,0,1.2558
218,-50.14,167.86,-22.656,0,0,4.0962
390.2,-89.746,300.45,-36.773,0,0,7.4383
820,-188.6,631.4,-65.835,6.3833,4.3929,16.258
590.8,-135.88,454.92,-50.214,18.468,13.039,12.305
539,-123.97,415.03,-52.649,10.559,6.9607,10.717
515.6,-118.59,397.01,-64.006,0,0,9.394
300.1,-69.023,231.08,-54.362,0,0,4.9851
241.8,-55.614,186.19,-49.886,0,0,3.845
133.9,-30.797,103.1,-9.3639,0,0,2.6444
65.39,-15.04,50.35,-11.901,0,0,1.0846
16.1,-3.703,12.397,-14.011,0,0,-0.045524
3.048,-0.70104,2.347,-17.515,0,0,-0.42789
1.124,-0.25852,0.86548,-14.78,0,0,-0.39252
1.445,-0.33235,1.1127,-27.593,0,0,-0.74702
1.713,-0.39399,1.319,-29.951,0,0,-0.80771
1.453,-0.33419,1.1188,-28.676,0,0,-0.77737
1.331,-0.30613,1.0249,-37.925,0,0,-1.0409
1.287,-0.29601,0.99099,-38.641,0,0,-1.0621
0.568,-0.13064,0.43736,-42.415,0,0,-1.1842
0.962,-0.22126,0.74074,-13.162,0.1095,0.096885,-0.34457
1.275,-0.29325,0.98175,-12.552,0,0,-0.32639
9.98,-2.2954,7.6846,-14.072,0,0,-0.1802
88,-20.24,67.76,-20.965,0,0,1.3201
269.8,-62.054,207.75,-33.321,0,0,4.9205
272.9,-62.767,210.13,-26.107,9.0608,6.3471,5.626
626,-143.98,482.02,-46.531,3.1206,1.9924,12.429
706.4,-162.47,543.93,-44.556,22.498,11.617,15.05
293.4,-67.482,225.92,-5.4583,28.491,13.036,7.3906
334.3,-76.889,257.41,4.5674,103.59,46.229,11.617
514.6,-118.36,396.24,-23.955,162.93,67.947,17.015
738.8,-169.92,568.88,-23.517,193.37,79.566,23.084
428.3,-98.509,329.79,-25.026,284.58,127.3,20.216
157.2,-36.156,121.04,7.3478,212.33,96.742,12.341
46.17,-10.619,35.551,1.7526,222.88,109.78,10.436
3.838,-0.88274,2.9553,-4.2397,179.58,101.67,7.8978
-1.152,0.26496,-0.88704,-7.176,132.57,84.683,5.9012
-1.733,0.39859,-1.3344,-10.039,151.93,110.45,7.0808
-1.193,0.27439,-0.91861,-10.557,159.8,117.8,7.5072
-1.124,0.25852,-0.86548,-10.401,151.28,115.31,7.2026
-0.556,0.12788,-0.42812,-8.9481,135.27,99.149,6.3485
-1.481,0.34063,-1.1404,-8.3236,188.86,138.84,8.9773
-3.307,0.76061,-2.5464,-8.792,183.6,140.46,8.8216
-3.47,0.7981,-2.6719,-7.698,195.37,146.51,9.3518
-3.364,0.77372,-2.5903,28.994,183,142.28,9.9208
-3.461,0.79603,-2.665,29.169,199.22,162.19,10.943
5.734,-1.3188,4.4152,30.915,195.33,152.89,10.82
53.01,-12.192,40.818,28.009,240.92,183.98,13.928
