NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure Air,Pressure Surface,Wind Speed,Ts
0,-41.68,52.353,22.465,0.93482,0.037247,5.85,80.5,744.76,503.25,2.095,-2.649
0,-28.374,74.83,27.749,2.0933,NaN,6.198,76.13,721.48,505.45,2.893,-2.5901
0.442,0.61683,22.131,12.103,0.9956,NaN,4.848,89.8,774.93,499.59,0.99,-2.7472
0,-34.631,29.797,14.094,0.26122,0.37283,3.126,88.9,679.76,468.97,1.506,-3.5962
0,-12.425,0.87546,0.51962,-0.31114,NaN,2.835,96.5,722.82,462.75,0.045,-3.7749
0.958,2.1149,5.8976,3.4498,0.35037,0.17414,2.26,96.9,696.75,464.81,0.335,-3.7153
20.91,-4.8465,11.677,6.293,0.96009,0.1832,2.122,94.6,673.55,464.81,0.679,-3.7153
74.81,-2.996,10.151,5.8683,2.4777,0.16693,2.539,96,704.12,473.86,0.574,-3.4575
154.72,-10.839,9.0361,4.7234,4.447,0.17129,2.326,93.4,674.75,477.38,0.539,-3.3585
193.76,1.498,23.643,10.487,6.4709,0.15683,3.003,88.2,668.56,497.41,1.38,-2.8062
331.85,-1.6743,31.182,18.676,10.721,0.17839,3.851,94.6,761.29,512.84,1.693,-2.3942
416.6,-4.8465,25.187,10.825,12.631,0.18024,5.259,83,737.05,534.72,1.205,-1.8283
445.8,1.2337,67.275,15.031,14.933,0.18307,8.75,64.66,729.48,593.68,2.493,-0.40013
356.56,3.5248,102.24,33.324,13.982,0.18333,8.89,69.5,791.54,587.09,3.671,-0.55345
337.03,2.8198,146.47,29.651,14.555,0.18395,9.78,60.5,731.57,595.34,4.902,-0.36184
249.62,-10.839,192.4,35.06,13.152,0.17672,10.49,57.62,730.63,601.16,6.099,-0.22796
242.7,-12.072,208.12,36.761,13.414,0.16884,10.75,56.94,734.63,607.87,6.532,-0.07519
369.67,-8.1069,199.06,40.111,16.946,0.15272,11.52,57.72,783.73,637.88,6.194,0.59018
198.3,-6.2564,250.83,49.279,13.884,0.16611,10.76,58.42,754.22,615.49,8,0.09637
100.14,2.9079,117.35,25.308,6.9312,0.16619,10.19,60.16,747.71,597.83,3.803,-0.30444
26.069,2.8198,221.82,64.109,8.881,0.1385,9.75,64.99,784.29,587.09,7.322,-0.55345
1.228,8.4594,109.83,47.224,4.7037,NaN,8.55,75.56,840.99,570.84,3.937,-0.93787
1.023,11.367,135.47,66.694,6.0526,NaN,7.564,81.2,845.16,557.29,5.218,-1.2659
0,16.214,6.6526,4.5855,0.77441,0.2557,6.486,94.5,913.52,539.33,0.276,-1.7117
0.745,11.367,21.847,17.056,1.4391,0.1476,4.717,103,880.75,512.1,1.042,-2.4138
1.411,8.5475,14.39,11.451,1.0099,NaN,2.722,107.1,795.81,480.91,0.819,-3.2596
1.669,8.1951,0.73856,0.52269,0.31384,NaN,1.759,103.7,719.45,468.97,0.047,-3.5962
1.382,10.398,6.2327,4.4897,0.63479,NaN,1.969,104,732.44,473.16,0.39,-3.4773
1.173,13.57,22.402,16.947,1.5259,NaN,1.91,106,743.39,470.37,1.398,-3.5565
1.523,14.011,14.353,10.586,1.1417,NaN,2.224,104.5,749.47,476.67,0.874,-3.3783
7.182,8.9,0.79068,0.64345,0.49412,0.17353,2.513,108,790.67,482.33,0.047,-3.2201
20.252,11.72,0.73137,0.51215,0.93699,0.14979,1.905,102.9,721.39,475.97,0.047,-3.3981
57.12,17.007,24.434,18.873,3.3128,0.16953,3.445,104.7,818.81,492.34,1.302,-2.9439
100.83,18.857,23.729,18.425,4.5655,0.16115,3.259,104.7,808.13,499.59,1.345,-2.7472
210.99,16.39,42.284,35.669,8.6133,0.16998,4.725,105.7,904.34,525.59,2.121,-2.062
386.21,8.8119,45.192,30.931,13.291,0.17158,4.802,97,834.38,538.56,2.355,-1.7311
863.7,-19.21,55.119,32.778,26.302,0.1727,6.797,88.9,877.97,605.35,2.708,-0.13245
0,-27.757,33.908,11.632,0.50163,NaN,11.66,67.5,925.05,705.82,1.195,1.9999
0,-27.846,113.32,22.473,3.0451,NaN,12.49,57.71,835.33,694.61,3.597,1.7758
0,-31.018,154.01,26.813,4.2258,NaN,12.08,57.03,803.52,681.7,4.957,1.5136
0,-17.888,138.09,13.804,3.7802,NaN,12.12,53.4,754.36,684.45,4.447,1.5699
512.7,-10.486,144.25,14.146,18.636,0.15909,11.93,52.21,728.37,657.29,4.482,1.0059
481.9,-26.524,112.61,22.781,16.665,0.14844,10.84,58.09,753.96,607.03,3.492,-0.094272
77.44,-30.225,185.77,49.151,7.959,0.17617,9.98,63.01,772.2,587.09,5.98,-0.55345
26.108,-24.145,123.17,40.199,4.6641,0.17249,8.8,68.71,777.79,561.25,4.181,-1.1693
1.443,0.79307,78.953,26.03,3.0246,NaN,8.27,70.11,765.66,554.92,2.782,-1.3239
0,-30.842,52.896,20.047,1.1877,NaN,7.662,73.82,773.5,531.66,1.867,-1.9061
0.118,0.88119,11.628,5.5928,0.51398,0,6.044,83.6,783.89,513.58,0.466,-2.3746
0.591,5.9921,30.4,12.631,1.3996,NaN,4.12,84.1,689.7,498.14,1.485,-2.7865
0.936,7.6663,9.2595,4.3162,0.62563,NaN,4.319,86.5,719.35,497.41,0.438,-2.8062
0.728,8.4594,1.0444,0.49894,0.30271,0.15053,4.703,86.3,737.23,498.14,0.047,-2.7865
0.88,7.4901,15.211,8.7383,0.91172,NaN,3.394,94.5,736.39,483.75,0.779,-3.1806
0.671,5.7277,17.548,11.312,0.99463,0.37639,2.188,100.4,718.22,469.67,1.025,-3.5764
0.843,3.701,0.79757,0.47372,0.16405,NaN,1.596,98.6,676.13,462.75,0.05,-3.7749
19.6,5.4634,12.961,8.5193,1.313,0.18129,1.836,101.6,708.77,466.2,0.791,-3.6756
82.38,0.44059,0.82748,0.49008,2.3735,0.17455,1.915,97.9,686.83,474.56,0.052,-3.4376
170.62,-6.1683,0.7138,0.3678,4.6696,0.18364,2.406,93.2,677.15,493.07,0.045,-2.9242
445.4,-19.651,14.207,5.9437,12.579,0.24252,2.812,88.1,658.82,512.84,0.917,-2.3942
312.3,-26.524,5.6354,1.6063,8.2659,0.21037,5.136,77.67,683.84,565.23,0.305,-1.0728
694,-40.887,24.049,4.4481,19.228,0.20321,4.775,75.66,649.59,582.18,1.486,-0.66861
812.1,-40.358,26.929,6.1632,22.704,0.19194,4.711,77.94,666.18,584.63,1.702,-0.61101
888.5,-39.301,27.648,8.3225,24.97,0.18186,5.118,79.8,701.72,587.91,1.647,-0.53427
0,-35.071,32.435,10.133,0.21149,NaN,5.207,80.1,708.73,589.55,1.915,-0.49592
880.1,-31.458,35.045,5.7322,25.09,0.1705,6.475,70.48,680.81,609.56,1.812,-0.037037
792.5,-30.049,82.092,10.673,24.125,0.16579,13.84,52,822.06,721.93,2.401,2.3164
684.1,-27.405,109.32,9.7705,21.885,0.16164,14.68,47.42,791.56,717.17,2.958,2.2234
591.4,-14.452,63.452,7.9548,18.29,0.16398,13.97,50.71,808.46,708.65,1.795,2.0558
109.24,-14.099,90.659,24.498,5.9324,0.19912,13.1,58.15,876.01,658.18,2.533,1.0248
35.71,-20.62,36.724,6.7759,1.6528,0.19879,8.98,60.49,693.12,570.84,1.248,-0.93787
0,-26.612,2.0613,0.5191,-0.67792,NaN,11,58.36,765.57,560.45,0.057,-1.1886
0,-28.374,15.39,5.0658,-0.22338,NaN,6.744,72.45,712.91,510.61,0.564,-2.4529
0,-29.96,14.744,7.9718,-0.20437,NaN,3.915,91.6,740.47,475.26,0.677,-3.4178
0,-29.696,16.705,7.4295,-0.1569,0.013673,2.876,87.9,660.32,462.06,0.844,-3.7948
0,-33.221,1.0349,0.66597,-0.88917,NaN,3.571,98.6,777.99,465.51,0.048,-3.6955
0,-33.926,9.4622,5.5022,-0.5349,NaN,2.089,97.6,693.28,442.42,0.494,-4.3732
0,-35.336,12.724,7.2681,-0.43282,NaN,1.752,97.6,676.79,437.12,0.683,-4.5335
0,-35.159,0.87131,0.52455,-0.95246,NaN,1.627,99.7,685.19,433.83,0.047,-4.6337
0,-35.6,0.77683,0.44728,-0.96973,NaN,0.49,99.9,632.65,422.77,0.048,-4.9756
12.891,-38.332,15.733,9.8032,0.0027056,0.34061,1.778,100.5,698.2,441.76,0.861,-4.3932
34.41,-33.75,0.82406,0.35501,0.051892,0.60629,2.444,88.3,643.28,473.16,0.047,-3.4773
191.48,-34.278,0.70876,0.20367,4.4603,0.27879,3.08,80.8,615.81,509.13,0.043,-2.4921
298.1,-33.485,6.1743,2.8138,7.7182,0.2645,3.266,88.7,684.97,515.07,0.373,-2.3355
552.7,-16.478,14.831,5.9226,15.712,0.22439,4.773,83.5,716.8,554.92,0.824,-1.3239
360.3,20.355,14.192,5.8149,11.303,0.19594,4.801,84.1,723.37,559.66,0.8,-1.2079
225.13,25.554,63.476,46.11,10.163,0.19279,10.75,87.5,1128.9,624.03,2.057,0.28661
347.74,24.938,1.5236,0.9241,10.582,0.17986,10.96,80.9,1058.4,658.18,0.052,1.0248
458.7,25.819,18.789,9.0457,14.453,0.18641,10.1,76.49,944.97,648.41,0.687,0.81719
821.2,25.026,181.71,127.9,32.606,0.17051,12.69,82.1,1204.1,704.88,5.771,1.9812
259.06,26.524,122.9,100.56,14.36,0.1982,11.9,89.5,1246.1,668.06,3.918,1.2319
179.49,26.7,231.19,203.29,18.073,0.19655,11.92,92.5,1289.6,668.96,7.377,1.2507
149.39,18.064,143.97,144.02,12.848,0.1881,12.02,98.6,1383.7,663.55,4.504,1.1378
64.75,16.743,261.09,230,16.152,0.16752,11.8,93,1286.3,654.62,8.2,0.94936
13.163,22.647,136.2,121.82,8.2888,0.13629,12.08,93,1310.3,663.55,4.242,1.1378
0,30.665,166.57,154.68,9.9272,0.25367,11.66,95.9,1314.3,649.3,5.239,0.83608
0.977,30.577,75.737,69.662,4.9918,0.14448,10.96,97.5,1275.6,618.04,2.386,0.15348
1.172,22.03,94.733,101.03,6.1769,0.2734,11.6,101.3,1382.8,706.76,3.366,2.0185
2.085,27.053,23.75,18.695,2.0193,NaN,6.625,99.5,971.1,547.09,0.993,-1.5176
2.015,23.616,31.047,25.6,2.321,NaN,5.545,103.5,937.53,533.19,1.426,-1.8672
1.058,17.976,24.596,22.871,1.876,0.7355,6.241,106.2,1009.4,577.3,1.192,-0.78391
1.869,18.505,28.077,23.956,2.0426,NaN,5.131,103.1,907.42,588.73,1.693,-0.51509
1.427,15.685,12.542,11.852,1.1709,0.41033,6.2,104.5,990.47,632.66,0.746,0.47646
2.009,19.739,39.689,39.267,2.8408,NaN,5.308,107,953.41,623.17,2.678,0.26761
9.202,9.4287,0.68165,0.55035,0.56032,NaN,4.086,102.5,838.6,574.87,0.047,-0.84162
34.819,17.448,19.585,17.182,2.5116,0.14534,3.453,107.3,839.62,540.11,1.292,-1.6922
69.78,17.183,16.276,13.892,3.3042,0.16431,4.242,105.2,870.16,555.71,0.995,-1.3046
225.69,24.585,30.541,26.302,8.6637,0.16842,4.769,106.2,911.42,536.26,1.579,-1.7894
313.05,26.171,44.098,40.957,11.969,0.17466,4.745,108.9,933.02,547.87,2.395,-1.4982
420.6,26.171,44.882,35.295,14.865,0.1761,5.131,101.1,889.82,564.43,2.443,-1.0921
498.6,26.876,43.13,35.362,17.038,0.18195,5.194,102.5,906.11,567.63,2.353,-1.015
478.4,22.558,17.725,11.29,14.95,0.17702,5.388,93.6,838.66,579.73,0.982,-0.72624
388.8,30.049,37.106,24.938,13.566,0.18746,6.75,92.8,913.53,585.45,1.712,-0.59182
760.4,21.149,21.874,13.876,23.056,0.17527,6.901,90.7,902.16,608.72,1.065,-0.056111
322.38,9.3406,81.503,69.203,13.609,0.17886,8.054,99.4,1069.7,597.83,3.303,-0.30444
197.77,0.17624,19.794,14.167,6.542,0.1868,8.21,92.5,1006.1,574.87,0.74,-0.84162
160.63,4.0535,20.151,14.028,5.6099,0.18996,7.421,93,958.57,563.63,0.8,-1.1114
83.04,9.1644,1.3147,0.90418,2.6636,0.18508,7.651,92.2,965.37,558.08,0.05,-1.2466
30.063,-5.9921,41.908,29.323,2.6884,0.15719,6.181,96,908.72,529.38,1.741,-1.9646
0.535,-8.9,8.953,6.1906,0.19122,0.53879,4.715,98.6,843.01,499.59,0.406,-2.7472
0,-11.808,12.991,8.8176,0.28212,0.062929,3.259,100.4,774.94,483.75,0.682,-3.1806
0,-11.103,0.8338,0.57032,-0.2736,0.89097,2.401,102.2,742.27,468.97,0.047,-3.5962
3.18,23.263,0.86192,0.57601,0.78652,NaN,3.157,99.8,764.78,488.75,0.047,-3.0425
2.152,15.597,5.034,3.4646,0.74044,NaN,3.593,100.3,792.63,490.18,0.258,-3.003
1.453,18.857,12.025,8.8415,1.1616,0.25487,3.824,102.5,823.3,493.07,0.603,-2.9242
2.433,24.85,16.432,12.293,1.5799,0.022106,3.118,104.2,796.29,486.6,0.894,-3.1016
2.909,25.466,0.95121,0.6977,0.84698,NaN,3.762,102.5,819.72,492.34,0.048,-2.9439
3.113,25.466,9.9276,6.5407,1.2708,NaN,2.98,99.5,752.99,488.03,0.556,-3.0622
9.716,29.255,10.857,7.6643,1.6219,NaN,3.215,101.7,782.54,489.47,0.589,-3.0228
28.595,24.938,3.6544,2.8948,1.6949,0.1816,3.169,106.3,815.28,490.9,0.201,-2.9833
40.356,18.329,3.6281,2.7381,1.8351,0.14427,3.075,104.2,793.88,494.51,0.206,-2.8849
61.34,19.474,21.789,17.032,3.3749,0.17731,4.181,104.1,857.38,505.45,1.09,-2.5901
133.07,22.47,15.682,11.642,5.1585,0.16675,3.371,102.7,798.99,507.66,0.9,-2.5313
318.68,30.754,47.44,47.712,12.542,0.17075,10.02,103.8,1275.5,621.46,1.643,0.22958
546.4,22.647,84.755,73.634,20.521,0.17162,12.52,90.8,1316.9,678.04,2.596,1.4386
457.1,32.692,194.36,155.46,23.685,0.1683,13.58,84.9,1319.7,724.8,5.886,2.3721
723.1,27.493,49.595,45.353,23.852,0.15821,13.6,90.1,1402.3,744.16,1.552,2.7429
617.7,12.601,201.18,171.14,28.283,0.16073,13.72,86.9,1363.1,736.37,6.15,2.5948
355.09,15.156,207.42,191.12,21.687,0.16331,13.26,91.4,1391.4,713.37,6.349,2.1489
87.98,31.987,165.07,154.15,12.389,0.19136,12.74,93.4,1374.3,688.13,5.06,1.6448
96.96,31.018,92.934,87.744,8.7071,0.18997,12.95,93.6,1396.3,680.78,2.762,1.4949
35.24,31.194,120.95,130.25,8.9601,0.21984,13.07,100.1,1505,681.7,3.563,1.5136
11.39,30.137,136.46,135.67,8.8481,0.21826,11.94,98.8,1379.3,650.18,4.191,0.85497
0,30.665,83.43,73.329,5.2872,NaN,11.79,93.1,1286.9,644.01,2.569,0.72267
1.999,33.397,1.6604,1.5137,1.088,NaN,10.73,97.8,1260.1,604.51,0.052,-0.15154
1.382,9.8693,26.872,31.26,1.9573,0.34719,10.08,104.9,1294.2,776.91,1.361,3.3514
1.491,14.804,55.603,61.978,3.7766,0.035576,11.48,100.3,1358.3,834.89,2.667,4.375
2.227,17.536,38.842,42.452,2.8508,NaN,10.16,103,1277.6,749.05,1.809,2.8354
2.841,17.271,30.095,28.689,2.2257,NaN,7.693,103.2,1083.6,641.38,1.461,0.66591
1.908,12.337,25.508,23.074,1.7723,NaN,5.512,104.9,948.04,590.38,1.453,-0.47676
2.433,19.298,14.916,13.444,1.4131,NaN,4.983,104.3,908.57,607.87,1.007,-0.07519
1.947,17.448,27.728,24.696,2.026,NaN,4.523,105.2,887.45,582.18,1.822,-0.66861
17.258,21.942,40.724,37.097,3.3011,0.14564,4.868,106.3,918.6,574.06,2.425,-0.86086
57.767,23.968,14.379,11.727,3.0422,0.12408,3.292,104.5,808.47,540.88,0.987,-1.6728
101.27,21.325,0.84152,0.72116,3.5024,0.14684,4.05,105.6,861.78,549.43,0.052,-1.4594
141.8,29.255,2.1826,1.6158,4.9326,0.14061,4.352,100.6,838.55,530.14,0.118,-1.9451
342.03,24.938,33.487,28.693,12.106,0.16395,4.868,105.2,909.09,547.87,1.789,-1.4982
595.1,6.7852,16.584,14.225,17.848,0.17175,5.82,102.6,947.26,592.85,0.904,-0.41928
710.6,8.6357,26.231,16.905,21.506,0.17179,5.436,93.8,843.26,606.19,1.606,-0.11336
502.7,24.497,26.843,15.658,16.071,0.18074,5.932,90.2,839.25,600.33,1.476,-0.24707
454.4,31.106,24.481,12.994,14.753,0.18683,5.62,88.3,804.02,585.45,1.339,-0.59182
0,2.9079,27.505,12.03,1.1973,NaN,7.098,82.8,834.78,659.07,1.542,1.0436
345.21,17.8,9.9277,4.5278,10.648,0.16455,6.177,84.4,798.69,612.94,0.549,0.039219
261.85,3.4366,26.623,16.29,8.6942,0.18503,7.054,89.2,896.6,597.83,1.228,-0.30444
186.14,16.214,19.419,10.313,6.5471,0.18503,5.768,87.7,806.78,566.83,0.968,-1.0342
51.86,-9.4287,12.614,7.47,1.7635,0.22261,4.568,93,787,512.1,0.612,-2.4138
25.142,0.70495,17.521,11.153,1.538,0.16388,3.284,97.8,756.21,492.34,0.952,-2.9439
3.128,25.114,11.184,8.4388,1.3502,NaN,3.974,103.3,838.52,496.68,0.556,-2.8259
1.777,16.302,13.742,9.6628,1.1702,NaN,3.192,101.9,782.8,483.04,0.726,-3.2003
1.706,8.6357,0.84944,0.54985,0.33121,NaN,2.618,99.7,735.37,477.38,0.048,-3.3585
3.227,28.286,15.88,10.571,1.6351,NaN,2.275,101.1,727.73,477.38,0.951,-3.3585
3.055,26.788,10.964,7.4751,1.362,NaN,2.377,101.8,738.11,479.49,0.651,-3.2991
2.98,25.995,10.323,7.2402,1.3128,NaN,1.971,103.3,727.61,475.97,0.648,-3.3981
2.576,26.083,7.5965,5.6238,1.1814,0.053985,2.487,104.9,766.56,477.38,0.438,-3.3585
3.525,26.083,6.7364,4.6587,1.1567,NaN,2.413,102.4,744.36,477.38,0.393,-3.3585
2.714,26.524,7.8577,5.9874,1.2154,NaN,3.001,105.4,798.82,483.75,0.428,-3.1806
11.239,26.171,17.168,12.208,1.884,0.15369,2.784,102.9,767.97,483.04,0.965,-3.2003
45.549,26.083,0.81035,0.56353,2.0595,0.14909,2.002,102.8,725.7,481.62,0.052,-3.2398
102.1,24.233,0.74101,0.53148,3.5997,0.17261,2.354,103.2,747.03,492.34,0.047,-2.9439
219.12,24.409,0.88211,0.60596,6.9118,0.17469,3.404,99.9,779.02,516.56,0.052,-2.2964
635.7,2.1149,18.998,3.6569,18.632,0.20388,4.778,75.91,651.88,581.36,1.168,-0.68781
688,-25.643,13.926,3.7047,19.182,0.19343,5.17,79.08,697.91,602,0.87,-0.20885
808.3,-19.474,22.027,10.344,23.166,0.18682,5.125,87.3,768.04,595.34,1.349,-0.36184
887.3,-15.95,37.55,17.361,26.13,0.17766,6.689,83.5,818.54,612.09,1.894,0.020161
915.5,-16.566,18.358,7.6334,26.092,0.16773,6.753,81.9,806.39,630.06,0.975,0.41955
881.5,-12.16,26.474,13.221,25.644,0.16761,6.407,86.1,827.81,621.46,1.443,0.22958
782.5,-12.513,36.321,14.058,23.142,0.16755,7.739,77.56,816.97,624.03,1.641,0.28661
638.4,-10.751,48.406,13.969,19.465,0.16264,8.83,70.08,794.91,634.4,1.96,0.51438
468.7,-16.126,8.6142,3.4074,13.106,0.16557,9.84,72.19,876.45,623.17,0.303,0.26761
27.98,-19.298,19.287,6.7853,0.9804,0.23719,6.502,75.9,734.53,543.98,0.802,-1.5952
13.121,-21.677,1.2858,0.66109,-0.18645,0.33158,5.716,86.3,791.05,504.71,0.052,-2.6098
0,-22.647,18.141,8.1838,0.10378,0.39673,3.67,86.8,689.68,478.79,0.874,-3.3189
0,-24.673,13.967,8.77,-0.054635,NaN,3.704,97.3,774.96,473.86,0.656,-3.4575
0,-26.436,0.88087,0.48915,-0.70709,NaN,2.39,95.4,692.34,457.94,0.047,-3.9142
0,-27.934,20.462,13.047,0.15729,NaN,2.232,100.5,721.19,454.54,1.102,-4.0138
0,-29.167,17.706,11.081,-0.010729,NaN,2.189,100,715.41,450.47,0.942,-4.1334
0,-30.665,0.90352,0.5912,-0.82289,NaN,1.885,102.1,714.76,448.45,0.05,-4.1933
0,0.52871,0.73434,0.51024,0.050024,NaN,1.724,103.4,715.57,471.06,0.047,-3.5367
1.935,22.382,17.334,13.445,1.5542,0.07901,2.598,105.6,777.79,497.41,1.08,-2.8062
2.392,20.708,0.799,0.60317,0.6912,NaN,2.582,105,772.49,489.47,0.048,-3.0228
6.232,20.62,6.4221,4.9347,1.0779,NaN,2.533,105.2,771.27,498.86,0.408,-2.7669
34.854,23.263,11.17,8.3841,2.1911,0.14907,2.383,105.2,763.08,483.75,0.676,-3.1806
84.41,17.448,0.83859,0.65022,2.9154,0.18444,3.103,105.5,805.37,493.79,0.047,-2.9046
191.69,23.88,14.482,10.956,6.7988,0.1843,3.752,103,823.14,515.07,0.801,-2.3355
319.76,23.352,8.6355,5.2427,10.071,0.18822,3.958,94.9,769.47,534.72,0.503,-1.8283
854.7,-17.183,12.851,2.621,24.063,0.19368,5.112,77.2,678.57,607.87,0.835,-0.07519
808.2,-34.719,16.324,4.0993,22.396,0.18855,5.198,78.86,697.32,609.56,1.052,-0.037037
890.2,-30.049,12.639,6.2513,24.797,0.18029,4.92,88.8,770.16,597.83,0.817,-0.30444
0,-25.819,34.34,17.959,0.74698,NaN,6.107,87.4,823.1,607.03,1.872,-0.094272
872.8,-22.206,22.952,6.5034,24.826,0.17192,6.592,76.45,744.45,626.61,1.243,0.34361
779,-21.589,11.743,2.997,21.782,0.17216,6.791,74.07,731.21,618.89,0.601,0.17251
642.4,-15.156,24.827,2.9325,18.477,0.17195,6.875,66.72,662.46,607.87,1.21,-0.07519
468.8,-21.765,5.5578,0.48485,12.781,0.17305,7.634,62.26,651.13,606.19,0.243,-0.11336
26.04,-25.114,15.603,6.0653,0.63739,0.26086,5.321,80.3,716.15,524.83,0.714,-2.0815
12.171,-26.788,14.733,5.648,0.16261,0.31042,4.086,82,670.88,490.18,0.704,-3.003
0,-29.255,1.0251,0.41505,-0.78466,NaN,4.089,82.9,678.38,479.49,0.047,-3.2991
0,-32.428,16.342,8.0164,-0.22763,NaN,2.876,90.5,679.85,462.06,0.829,-3.7948
0,-33.045,0.90036,0.48793,-0.89301,NaN,2.214,94.8,679.42,450.47,0.048,-4.1334
0,-33.397,0.84644,0.49028,-0.90441,NaN,1.721,97.9,677.37,442.42,0.047,-4.3732
0,-35.864,11.511,7.0293,-0.48871,NaN,1.251,100.7,673.65,431.21,0.653,-4.7141
0,-36.834,0.82534,0.48577,-1.0021,NaN,1.004,99.8,655.88,427.95,0.048,-4.8145
0,-38.684,7.4544,4.3946,-0.75701,NaN,0.825,100.1,649.43,426,0.443,-4.8749
0,-40.27,0.78346,0.52922,-1.099,NaN,0.942,105.2,688.29,423.42,0.045,-4.9554
0,-39.742,0.74157,0.45675,-1.0873,NaN,-0.136,103.4,625.77,406.9,0.047,-5.4806
8.37,-36.305,0.71572,0.43501,-0.75558,0.41591,-0.12,102.6,621.65,413.19,0.047,-5.2782
0,-49.435,0.63329,0.25791,-1.3694,NaN,1.011,90.7,596.38,480.2,0.05,-3.2794
130.3,-45.469,7.1361,1.2808,2.6305,0.41227,2.75,74.47,554.45,483.75,0.408,-3.1806
321.3,-45.646,13.215,-0.18575,8.1437,0.29104,6.148,58.79,555.23,562.04,0.614,-1.15
512.8,-43.707,0.83149,0.0066754,13.257,0.24488,4.668,67.15,572.24,569.23,0.05,-0.97641
683,-39.125,17.924,3.2619,18.761,0.21674,5.319,74.86,667.54,600.33,1.093,-0.24707
812.4,-35.6,13.087,1.2557,22.318,0.19723,6.236,69.58,661.13,623.17,0.745,0.26761
900.2,-28.462,11.84,0.92819,24.952,0.18164,5.955,70.94,661.1,632.66,0.735,0.47646
0,-21.325,35.878,4.0631,0.52516,NaN,6.968,67.68,676.29,626.61,1.842,0.34361
876.2,-20.972,19.212,-0.31065,24.659,0.17183,7.668,61.33,642.89,650.18,0.96,0.85497
786.9,-18.857,31.22,-0.69167,22.527,0.16906,8.9,56.74,646.65,658.18,1.351,1.0248
643.2,-16.654,17.946,-0.64381,18.163,0.17177,8.14,57.02,617.23,635.26,0.804,0.53334
467.7,-19.474,15.139,-0.41821,13.06,0.17236,7.828,56.58,599.6,613.79,0.664,0.058273
28.32,-17.536,15.428,4.0122,0.85262,0.24641,7.294,68.67,701.68,552.56,0.606,-1.382
12.97,-18.417,1.1866,0.41774,-0.1084,0.31737,5.1,77.82,683.45,502.51,0.052,-2.6686
0,-20.091,32.489,17.572,0.84545,NaN,5.827,87.3,806.39,499.59,1.29,-2.7472
0,-21.237,21.464,8.4755,0.24551,NaN,5.038,80.1,700.44,490.9,0.911,-2.9833
0,-19.739,27.096,13.901,0.59968,NaN,5.721,85.7,785.82,483.04,1.034,-3.2003
0,-21.501,40.974,23.341,1.2078,NaN,4.412,92,770.09,479.49,1.809,-3.2991
0,-25.114,12.166,6.9116,-0.17027,NaN,3.134,94.4,722.22,468.28,0.613,-3.616
0,-25.995,7.6502,4.7621,-0.38317,NaN,3.975,96.1,780.13,474.56,0.351,-3.4376
0,-32.252,10.034,6.5275,-0.44261,NaN,2.784,100,746.33,458.63,0.511,-3.8943
0,-35.071,17.218,11.957,-0.16633,NaN,3.252,101.9,786.13,462.06,0.831,-3.7948
0,-36.481,12.544,7.1506,-0.47354,0.075328,2.753,95.3,709.69,457.26,0.638,-3.9341
8.062,-38.86,24.424,15.443,0.25581,0.44819,2.978,98.7,746.83,457.94,1.204,-3.9142
4.1,-40.358,14.962,6.4856,-0.4178,0.92299,4.504,83.9,706.83,494.51,0.688,-2.8849
136.5,-39.654,24.499,11.052,3.7349,0.39788,8.85,75.83,861.3,562.84,0.834,-1.1307
332,-33.221,167.3,37.494,14.206,0.27177,14.87,51.97,878.21,678.95,4.238,1.4574
530,-30.754,154.21,42.614,19.636,0.21806,15.11,55.53,952.98,717.17,4.07,2.2234
702.9,-25.819,300.34,71.164,29.58,0.19021,15.52,53.2,937.36,733.47,7.861,2.5392
388.1,-15.156,234.38,56.608,18.729,0.17461,15.18,54.26,935.39,732.5,6.284,2.5206
430,-2.8198,185.06,63.933,19.075,0.18095,15.03,59.51,1016,726.72,4.977,2.4093
366.3,21.765,140.37,40.525,16.05,0.18346,15.26,56.82,984.57,745.13,3.812,2.7614
486.4,6.7852,185.29,55.173,20.696,0.1718,15.71,56.33,1004.7,751.02,4.899,2.8723
184.38,28.374,148.26,53.092,11.682,0.18452,14.72,60.78,1017.2,722.89,4.063,2.335
194.7,26.612,230.72,134.74,16.552,0.17883,13.65,74.01,1155.6,696.47,6.609,1.8131
159.68,28.198,126.9,90.244,11.425,0.18985,12.35,83.2,1193.3,668.06,3.87,1.2319
96.53,25.554,32.778,26.629,5.1198,0.17354,12.29,88.8,1268.6,645.77,0.963,0.76049
15.086,20.884,37.854,32.246,2.9922,0.2159,9.68,97.2,1167.5,584.63,1.246,-0.61101
1.573,26.964,105.44,99.853,6.5961,NaN,10.4,100.5,1266.7,611.25,3.431,0.0010989
1.867,22.118,37.289,28.153,2.5227,NaN,5.117,100.7,885.44,528.62,1.777,-1.984
3.829,13.306,1.1653,1.0987,0.54724,0.31783,7.683,105.5,1107,580.55,0.047,-0.70702
2.314,16.126,25.899,23.205,1.9054,NaN,6.241,104.1,989.48,595.34,1.326,-0.36184
2.428,17.183,26.287,21.796,1.9096,NaN,4.779,104.8,900.03,533.96,1.341,-1.8477
2.636,16.919,0.78048,0.57546,0.58989,NaN,3.2,102.5,787.86,512.1,0.047,-2.4138
2.073,20.355,19.626,14.973,1.6087,0.058583,2.942,105.1,793.23,488.03,1.105,-3.0622
