SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH,Ts
183.38,42.916,143.15,307.54,309.88,-2.341,93.594,54.683,8.1551,0.24203,0.24043,0.23403,3.1421,7.4523,99281,86.737,-1.2739
