NET SW,NET LW,EH,EE,EG,SW IN,SW OUT,albedo,densidad,LW IN,LW OUT,melt[cm ice eq. day],melt cosima,MB,initial snow height (sh)
148.57,-42.874,12.687,-1.2064,4.0371,212.24,63.673,0.30002,917,253.88,-296.76,3.3054,0.00099532,-2.8955,0
