NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure,Wind Speed
0,-70,44.428,-26.939,-1.4813,NaN,5.681,52.03,475.77,3.858
4.081,-69.6,38.487,-27.217,-1.5304,0.36895,5.355,51.71,462.26,3.544
19.976,-70.4,34.746,-20.017,-1.007,0.19027,5.928,51.26,476.81,2.889
368.94,-100.5,59.325,-18.551,8.7228,0.10903,8.609,45.21,505.21,3.396
717.9,-130.6,89.428,-17.597,18.594,0.10653,11.29,39.16,523.68,3.903
858.7,-155.5,101.83,-36.745,21.673,0.11565,12.41,30.21,434.98,4.043
920.4,-163.7,156.91,-65.86,23.915,0.11839,13.15,26.075,394.09,5.8805
982.1,-171.9,217.5,-104.82,26.034,0.12077,13.89,21.94,347.97,7.718
948.2,-178.6,226.1,-110.08,24.983,0.12366,14.45,20.34,334.52,7.711
859.1,-173.7,249.54,-121.86,22.937,0.1287,14.25,20.79,337.52,8.63
692.45,-164.75,264.05,-128.74,18.703,0.13335,14.085,21.24,341.16,9.24
525.8,-155.8,278.14,-135.45,14.463,0.14085,13.92,21.69,344.68,9.85
146.25,-127,234.85,-106.84,4.154,0.14474,12.71,26.14,383.86,9.11
26.937,-100.7,212.19,-93.404,1.2701,0.15346,11.15,31.56,418.15,9.38
3.543,-92.7,141.85,-51.167,0.043178,0.39343,9.92,38.53,470.3,7.043
0,-88.75,76.388,-35.568,-1.3521,NaN,9.04,38.715,445.41,4.16
0,-84.8,21.176,-12.485,-2.147,NaN,8.16,38.9,421.66,1.277
0,-81.8,20.559,-12.215,-2.0722,NaN,6.452,47.71,460.13,1.568
0,-80.5,24.606,-21.204,-2.1749,NaN,5.784,45.05,414.89,2.094
0,-81.1,23.578,-27.871,-2.4089,NaN,5.175,41.95,370.35,2.243
0,-81.1,21.526,-29.267,-2.5062,NaN,5.412,35.84,321.67,1.959
0,-81.85,24.277,-39.333,-2.7337,NaN,5.14,32.215,283.71,2.3275
0,-82.6,26.619,-50.662,-3.0084,NaN,4.868,28.59,247.06,2.696
0,-84.1,24.483,-53.636,-3.1948,NaN,4.45,27.18,228.12,2.713
0,-84.3,24.771,-57.578,-3.3036,NaN,4.666,21.7,184.9,2.617
4.4915,-85.75,23.581,-58.293,-3.2715,0.50403,4.477,20.935,176.04,2.5955
16.838,-87.2,22.406,-58.961,-3.0161,0.26504,4.288,20.17,167.37,2.574
490.89,-110.3,29.317,-44.866,10.298,0.10471,7.76,13.66,144.09,1.861
738.7,-151.6,64.482,-66.405,16.508,0.10893,11.86,9.43,130.95,2.679
882.7,-174.5,145.97,-145.79,19.983,0.1173,12.77,7.45,109.83,5.634
974.9,-186.3,186.63,-171.74,22.666,0.12013,13.75,7.256,114.04,6.693
1004.7,-200,181.88,-148.25,23.649,0.121,14.7,8.41,140.57,6.103
970.5,-202.1,253.43,-190.05,23.464,0.1241,15.27,9.32,161.6,8.19
871.3,-195,198.31,-127.43,21.078,0.1287,15.58,12.34,218.26,6.284
723.3,-178.2,276.03,-147.62,18.999,0.13377,15.06,17.25,295.09,9.05
539,-160.8,277.24,-138.1,14.594,0.14035,14.44,20.01,328.88,9.48
146.36,-130,182.01,-92.841,2.9769,0.14709,13.31,22.57,344.7,6.752
25.526,-103.1,148.1,-79.818,-0.26218,0.17177,12,25.49,357.25,6.092
3.054,-94.3,117.04,-65.335,-1.1153,0.48767,11.05,28.03,368.92,5.227
0,-88.05,68.16,-34.529,-1.5352,NaN,9.67,34.88,418.67,3.477
0,-81.8,29.034,-13.791,-1.8776,NaN,8.29,41.73,456.34,1.727
0,-80.6,18.655,-10.659,-2.0482,NaN,7.226,44.13,448.83,1.273
0,-76.4,26.738,-19.749,-1.958,NaN,6.442,44.01,424.15,2.047
0,-76.8,34.763,-25.991,-1.919,NaN,6.3085,44.6,425.9,2.7195
0,-77.2,42.414,-32.125,-1.8875,NaN,6.175,45.19,427.58,3.392
0,-74.3,25.279,-26.534,-2.1314,NaN,5.624,41.68,379.62,2.221
0,-74.9,25.025,-31.445,-2.294,NaN,5.206,40.09,354.69,2.376
0,-74.75,26.077,-35.464,-2.3735,NaN,4.781,41.47,356.2,2.6955
0,-74.6,26.579,-39.499,-2.4689,NaN,4.356,42.85,357.27,3.015
6.034,-76.4,23.069,-44.227,-2.5819,0.34768,4.119,36.76,301.45,2.767
29.838,-78.8,19.541,-37.901,-1.8991,0.18027,4.389,33.17,277.2,2.199
382.02,-109.4,31.622,-33.901,7.6262,0.112,7.6045,27.915,291.35,2.054
734.2,-140,41.814,-31.274,17.059,0.10898,10.82,22.66,293.72,1.909
830,-152.25,112.76,-93.062,19.675,0.11514,11.36,18.12,243.44,4.9035
925.8,-164.5,190.26,-172.06,21.989,0.11996,11.9,13.58,189.08,7.898
924.15,-172.3,173.46,-138.16,22.205,0.12195,12.615,14.88,217.16,6.794
922.5,-180.1,153.47,-106.82,22.259,0.12393,13.33,16.18,247.43,5.69
821.6,-177.3,160.14,-98.669,19.91,0.12874,13.96,17.2,274.04,5.671
572.7,-149.8,254.77,-129.47,15.465,0.13227,13.04,23.42,351.43,9.66
397.58,-134.6,205.82,-93.346,10.592,0.1385,11.64,29.53,404.16,8.74
231.58,-113.35,160.57,-69.851,5.8943,0.13924,10.33,34.665,434.89,7.6815
65.57,-92.1,120.92,-52.569,1.1796,0.14366,9.02,39.8,457.28,6.623
7.446,-88.6,109.46,-58.582,-0.85412,0.29555,8.23,40.24,438.26,6.568
0,-85.1,66.108,-47.065,-1.8634,NaN,7.559,38.43,399.86,4.317
0,-85.1,66.108,-47.065,-1.8634,NaN,7.559,38.43,399.86,4.317
0,-78.9,16.504,-20.013,-2.3247,NaN,4.514,46.99,396.15,1.804
0,-78.9,16.504,-20.013,-2.3247,NaN,4.514,46.99,396.15,1.804
0,-78.3,14.717,-21.99,-2.414,NaN,3.689,49.61,394.71,1.969
0,-76.8,14.351,-25.511,-2.4813,NaN,3.352,48.56,377.28,2.114
0,-76.3,15.949,-32.217,-2.6113,NaN,3.11,47.74,364.62,2.5325
0,-75.8,17.136,-39.424,-2.767,NaN,2.868,46.92,352.27,2.951
0,-77.65,16.969,-44.23,-2.9595,NaN,2.7845,43.735,326.42,3.01
0,-79.5,16.783,-49.147,-3.1556,NaN,2.701,40.55,300.86,3.069
1.63,-79.9,13.776,-51.915,-3.2839,0.69521,2.355,36.31,262.86,2.888
18.097,-82.2,15.264,-56.183,-2.9626,0.23155,2.673,30.37,224.88,2.818
373.6,-110.3,39.817,-71.318,6.5389,0.11317,5.6115,23.795,216.54,3.5015
729.1,-138.4,72.51,-90.615,16.153,0.10977,8.55,17.22,191.66,4.185
871.1,-160.2,121.75,-132.62,19.748,0.11832,10.05,14.74,181.49,5.98
958.8,-181.6,181.76,-177.89,22.034,0.12037,11.87,11.18,155.35,7.561
953.65,-190.7,158.34,-133.42,22.225,0.12187,12.495,13.675,198,6.2565
948.5,-199.8,131.6,-93.862,22.185,0.12338,13.12,16.17,243.91,4.952
806.3,-190.7,119.11,-84.736,18.336,0.12832,12.8,17.18,253.78,4.594
615.2,-187,122.18,-81.775,13.219,0.1334,13.13,17.64,266.26,4.594
494.36,-171.5,103.09,-74.102,9.9255,0.1386,12.33,18.38,263.26,4.127
118.45,-126.9,146.88,-117.17,0.59987,0.14229,10.29,23.09,288.9,7.045
43.829,-95.4,128.36,-89.222,-0.35064,0.14862,9.04,31.67,364.36,7.006
8.005,-89.2,84.739,-60.077,-1.5948,0.28463,8.18,35.31,383.26,5.109
0,-86.6,64.424,-46.49,-1.937,NaN,7.488,38.5,398.65,4.24
0,-83.3,18.953,-13.891,-2.2071,NaN,6.538,43.56,422.6,1.428
0,-81.3,21.312,-18.538,-2.2152,NaN,5.4525,47.175,424.59,1.926
0,-79.3,21.477,-23.43,-2.2921,NaN,4.367,50.79,423.8,2.424
0,-78.4,21.229,-24.916,-2.3156,NaN,4,52.46,426.61,2.617
0,-78.7,22.768,-32.463,-2.4936,NaN,3.555,52.28,412.04,3.16
0,-79.6,20.288,-35.72,-2.6808,NaN,3.489,47.165,370,2.8705
0,-80.5,17.887,-37.669,-2.8289,NaN,3.423,42.05,328.35,2.581
0,-80.7,15.307,-47.354,-3.1805,NaN,2.779,36.72,273.95,2.721
0,-81.6,12.63,-51.077,-3.3865,NaN,2.389,32.01,232.29,2.612
5.5735,-84.15,12.956,-56.201,-3.4365,0.3998,2.3545,29.095,210.62,2.7185
18.042,-86.7,13.268,-61.549,-3.2988,0.21828,2.32,26.18,189.05,2.825
482.77,-108.6,16.538,-32.443,10.107,0.10416,5.873,17.19,159.29,1.391
731.5,-148.3,57.097,-72.847,16.008,0.1101,9.9,9.5,115.8,2.849
850.4,-164.45,119.63,-139.33,18.795,0.11601,10.855,8.88,115.37,5.4445
969.3,-180.6,192.19,-206.19,21.854,0.12042,11.81,8.26,114.33,8.04
996.5,-194.1,186.34,-181.72,22.766,0.12203,12.58,8.93,130.02,7.317
957.6,-202.9,200.83,-179.64,21.888,0.12468,13.75,8.2,128.88,7.216
858.9,-210.7,156.1,-118.19,19.355,0.12802,14.74,10.36,173.61,5.233
710.8,-193,140.71,-92.681,15.962,0.13317,13.95,15.76,250.93,4.985
424.81,-161.75,151.96,-89.895,9.1715,0.13586,12.825,21.2,313.68,5.8555
138.82,-130.5,159.23,-85.069,2.3269,0.14939,11.7,26.64,366.05,6.726
22.027,-102.1,84.426,-49.959,-1.2865,0.18388,10.42,29.26,369.29,4.003
0.413,-93.4,75.944,-47.018,-1.8071,0.86788,9.72,31.14,375.04,3.859
0,-87.8,49.157,-35.74,-2.0983,NaN,8.83,31.66,359.12,2.748
0,-83.5,32.052,-24.428,-2.1404,NaN,7.375,37.99,390.34,2.144
0,-81.1,39.401,-28.835,-1.9897,NaN,6.417,44.35,426.7,3.03
0,-78.4,49.435,-33.128,-1.7516,NaN,6.2,47.27,448.04,3.937
0,-78.4,49.435,-33.128,-1.7516,NaN,6.2,47.27,448.04,3.937
0,-77.7,28.728,-43.268,-2.6021,NaN,4.707,39.01,333.34,3.018
0,-77.7,28.728,-43.268,-2.6021,NaN,4.707,39.01,333.34,3.018
0,-80.9,33.133,-54.991,-2.8988,NaN,4.654,36.25,308.61,3.522
0,-82.4,32.458,-63.169,-3.1908,NaN,4.5185,31.645,266.87,3.555
0,-83.9,31.765,-71.349,-3.4834,NaN,4.383,27.04,225.88,3.588
1.517,-87.2,44.637,-95.15,-3.8421,0.6363,4.9,23.37,202.4,4.51
17.236,-91,50.126,-105.68,-3.6482,0.22044,5.333,19.16,171.02,4.652
369.57,-124.55,58.028,-73.757,6.4681,0.11205,9.3415,12.461,146.31,3.074
721.9,-158.1,40.364,-40.38,15.904,0.1091,13.35,5.763,88.246,1.496
840.05,-172.45,116.51,-113.48,18.918,0.11541,13.435,6.421,98.868,4.2915
958.2,-186.8,193.59,-183.48,22.046,0.12011,13.52,7.079,109.6,7.087
954.05,-188.6,214.52,-176.06,22.678,0.12271,14.12,9.7895,157.6,7.5205
949.9,-190.4,236.49,-165.02,23.441,0.12532,14.72,12.5,209.2,7.954
826.15,-182.75,216.55,-127.42,20.664,0.1289,14.565,16.645,275.79,7.362
702.4,-175.1,196.99,-94.37,17.77,0.1337,14.41,20.79,341.04,6.77
516,-161.3,233,-109.73,13.483,0.14115,14.16,21.7,350.25,8.15
138.26,-129.8,162.96,-78.765,2.6139,0.14865,12.95,24.55,366.23,6.232
23.622,-102.4,122.61,-60.872,-0.48083,0.18206,11.81,27.58,381.73,5.142
0.328,-94.2,112.12,-54.167,-1.0133,0.89186,11.03,30.63,402.61,5.034
0,-86.9,66.293,-30.212,-1.4336,NaN,10.25,34.32,428.27,3.202
0,-83.1,47.313,-22.194,-1.6356,NaN,8.5585,40.76,453.92,2.7365
0,-79.3,31.509,-16.723,-1.8199,NaN,6.867,47.2,468.39,2.271
0,-76.3,26.265,-16.031,-1.8637,NaN,6.1,49.44,465.38,2.132
0,-76.3,34.467,-19.757,-1.7374,NaN,5.838,51.95,480.23,2.926
0,-76.1,39.044,-24.656,-1.7409,NaN,5.759,51.01,468.97,3.362
0,-77.3,36.101,-30.15,-2.0127,NaN,5.583,47.24,429.04,3.209
0,-74.8,20.003,-21.432,-2.1504,NaN,4.898,46.91,406.23,2.027
0,-75.9,21.899,-26.52,-2.2715,NaN,4.2925,49.175,408.19,2.5325
0,-77,22.561,-31.654,-2.4287,NaN,3.687,51.44,409.21,3.038
1.445,-77.2,17.678,-31.52,-2.5275,0.66088,3.38,48.28,375.85,2.596
17.444,-79.8,19.327,-35.638,-2.2192,0.23256,3.713,43.15,343.89,2.584
468.18,-100.7,15.024,-16.573,10.323,0.10069,7.177,29.8,302.07,1.039
711.6,-136.3,59.211,-38.52,16.813,0.10861,9.92,29.43,359.23,2.963
851.5,-154.1,113.76,-78.105,20.679,0.11762,10.88,24.55,319.49,5.189
937.1,-161.2,178,-118.04,23.579,0.12092,11.11,24.48,323.48,7.951
933.15,-168.6,182.04,-107.92,23.659,0.12298,11.82,24.38,337.66,7.6465
929.2,-176,185.21,-98.048,23.706,0.12505,12.53,24.28,352.37,7.342
838.1,-169.2,212.89,-95.981,22.167,0.1297,12.03,28.45,399.53,8.79
688.5,-156.7,218.48,-92.4,18.559,0.13418,11.61,30.72,419.61,9.35
505.9,-143.3,208.52,-98.325,13.337,0.14138,11.01,31.13,408.64,9.41
138.45,-117.8,156.72,-87.582,2.5328,0.148,10.02,31.96,392.73,7.771
26.122,-97.7,130.09,-81.543,-0.64966,0.16222,8.86,34.7,394.4,7.291
0.875,-92.8,87.541,-61.453,-1.8572,0.73192,8.11,35.99,388.79,5.356
0,-89.6,38.105,-31.105,-2.3301,NaN,7.242,37.34,380.19,2.61
0,-86,22.243,-20.436,-2.375,NaN,5.745,44.08,404.86,1.92
0,-84.3,21.262,-26.57,-2.5278,NaN,4.957,42.445,369.07,2.127
0,-82.6,19.622,-33.161,-2.7121,NaN,4.169,40.81,335.83,2.334
0,-83.5,24.723,-48.373,-3.0227,NaN,4.032,37.18,303.03,3.042
0,-83.5,16.668,-38.687,-2.9767,NaN,3.707,34.56,275.32,2.232
0,-80.95,12.587,-36.789,-2.9663,NaN,3.029,34.99,265.71,2.0635
0,-78.4,8.9693,-34.703,-2.9376,NaN,2.351,35.42,256.34,1.895
0,-78.9,9.9613,-37.216,-2.9946,NaN,2.407,35.82,260.27,2.055
0,-79.5,8.5286,-37.763,-3.0674,NaN,2.106,34.75,247.14,2.01
0.242,-79.6,8.1497,-37.778,-3.0745,0.95139,2.063,33.5,237.52,1.959
17.432,-81.8,11.524,-49.196,-2.8785,0.22421,2.403,28.91,210,2.376
475.32,-102.8,19.291,-37.074,10.007,0.10096,5.519,21.7,196.21,1.731
719.7,-139.9,62.637,-80.868,15.842,0.10994,8.96,13.85,158.49,3.461
835.45,-156,119.3,-141.94,18.528,0.11667,10.33,10.383,130.25,5.718
951.2,-172.1,188.44,-212.47,21.3,0.1217,11.7,6.915,95.017,7.975
979,-187,175.89,-169.96,22.509,0.12276,12.84,8.49,125.74,6.783
941.6,-196.3,127.26,-105.79,21.63,0.12409,13.23,11.89,180.65,4.761
822.4,-186.85,155.51,-115.19,19.066,0.12835,13.465,14.315,220.85,5.718
703.2,-177.4,184.66,-120.2,16.651,0.13399,13.7,16.74,262.24,6.675
419.57,-150.35,197.64,-117.8,9.8466,0.13554,12.645,21.62,316.14,7.7375
135.93,-123.3,206.1,-113.37,2.9721,0.14348,11.59,26.5,361.49,8.8
21.733,-103,166.47,-89.554,-0.12282,0.17208,10.73,29.88,384.99,7.674
6.515,-96.8,103.11,-58.776,-1.2962,0.34045,9.735,32.645,393.56,5.235
0,-90.6,49.484,-30.575,-2.0224,NaN,8.74,35.41,399.22,2.796
0,-85.1,27.431,-20.461,-2.204,NaN,6.994,40.59,406.32,1.936
0,-81.8,20.806,-17.057,-2.2018,NaN,5.945,45.07,419.72,1.727
0,-77.8,23.841,-25.834,-2.2509,NaN,5.225,43.89,388.83,2.252
0,-77.4,19.548,-24.873,-2.3337,NaN,4.86,42.66,368.44,1.986
0,-76.75,15.204,-24.355,-2.4232,NaN,4.5395,38.59,325.91,1.6545
0,-76.1,11.294,-22.265,-2.4562,NaN,4.219,34.52,285.07,1.323
0,-76.1,11.855,-26.765,-2.5673,NaN,3.671,36.02,286.22,1.596
0,-71.8,11.242,-29.206,-2.5322,NaN,3.139,38.08,291.44,1.77
0,-70,17.132,-48.625,-2.8631,NaN,3.129,34.37,262.86,2.705
13.726,-70.2,17.78,-47.743,-2.4384,0.26638,3.577,29.69,234.36,2.455
72.51,-69.3,15.35,-34.312,-0.44435,0.15094,4.521,25.46,214.75,1.677
388.96,-100.6,40.051,-59.167,7.5952,0.1146,6.6205,23.285,227.19,2.9855
705.4,-131.9,75.934,-82.773,15.985,0.11069,8.72,21.11,237.68,4.294
844.6,-158.4,104.5,-97.954,19.542,0.11929,10.94,15.93,208.14,4.709
936.6,-175,134.28,-123.65,21.784,0.12056,12.71,10.3,151.25,5.209
967.7,-180.3,216.32,-165.01,23.66,0.12267,13.66,12.92,201.87,7.811
933.7,-183.7,201.48,-144.52,22.764,0.12493,15.03,11,187.81,6.614
820.7,-179.7,214.15,-149.03,19.919,0.12951,15.46,10.75,188.68,6.8345
707.7,-175.7,227.21,-153.57,17.085,0.13548,15.89,10.5,189.44,7.055
408.91,-159.8,242.92,-156.49,9.4655,0.14004,15.17,13.2,227.41,7.901
129.01,-124.2,223.62,-118.43,3.1032,0.1445,13.2,22.18,336.32,8.35
34.327,-101.5,184.72,-94.222,0.65811,0.16722,11.55,27.88,379.31,7.876
12.975,-94.25,93.907,-40.575,-0.7883,0.27283,9.995,35.95,441.02,4.623
0,-87,23.518,-8.8206,-2.0396,NaN,8.44,44.02,486.31,1.37
0,-83.15,22.661,-12.627,-2.0626,NaN,7.711,42.02,441.77,1.445
0,-79.3,21.582,-16.538,-2.0947,NaN,6.982,40.02,400.28,1.52
0,-78.8,28.323,-25.268,-2.1367,NaN,6.799,37.68,372.17,2.049
0,-78.4,25.792,-26.174,-2.2224,NaN,6.927,33.55,334.31,1.832
0,-76.9,22.402,-27.218,-2.3052,NaN,5.886,35.55,329.72,1.874
0,-76.4,16.64,-22.616,-2.3238,NaN,5.538,34.82,315.26,1.481
0,-73.6,12.138,-17.141,-2.2174,NaN,4.785,40.23,345.64,1.251
0,-71.7,16.047,-23.554,-2.2344,NaN,3.91,47.72,385.62,2.024
0,-72,16.426,-27.655,-2.3479,NaN,3.45,48.93,382.8,2.347
1.445,-75.5,27.58,-50.723,-2.7419,0.6592,3.811,41.82,335.6,3.567
18.498,-80.8,23.642,-51.204,-2.535,0.21319,3.987,33.46,271.85,2.924
433.16,-103.8,97.417,-139.75,8.0969,0.10393,7.994,14.99,160.66,6.01
706.7,-133.5,118.94,-144.85,15.439,0.1133,10.05,10.57,130.15,5.834
842.8,-159.3,114.32,-121.7,19.073,0.12391,11.97,7.905,110.57,4.71
932.5,-170.7,127.99,-123.69,21.611,0.12111,13.29,7.015,107,4.753
921.75,-182.25,105.28,-94.915,21.154,0.12381,13.77,7.8625,123.73,3.7725
911,-193.8,80.66,-67.698,20.598,0.12656,14.25,8.71,141.41,2.792
824.7,-201.4,75.431,-57.197,18.097,0.12914,15.09,9.44,161.8,2.466
694.7,-189.4,104.82,-73.512,15.138,0.1339,14.54,12.74,210.75,3.557
389.55,-161.95,122.93,-85.364,7.4801,0.13588,13.5,15.715,243,4.4925
84.39,-134.5,137.1,-95.574,-0.24226,0.15186,12.46,18.69,270,5.428
19.437,-110.3,136.08,-103.09,-1.6328,0.19315,11.03,21.53,282.99,6.087
0,-98.2,94.602,-75.778,-2.2392,NaN,10.04,23.99,295.19,4.647
0,-90.3,45.899,-36.222,-2.2743,NaN,9.4,27.1,319.44,2.406
0,-86.4,45.296,-38.576,-2.2477,NaN,7.8945,32.57,346.73,2.827
0,-82.5,42.12,-41.209,-2.3016,NaN,6.389,38.04,365.28,3.248
0,-78.7,53.655,-51.343,-2.1549,NaN,6.438,38.28,368.83,4.106
0,-79.5,42.498,-39.515,-2.1585,NaN,6.249,40.24,382.7,3.352
0,-79.5,26.805,-34.241,-2.4524,NaN,5.421,37.76,339.11,2.439
0,-78.5,37.487,-55.843,-2.7323,NaN,5.469,32.34,291.4,3.384
0,-79,32.982,-59.441,-2.975,NaN,5.101,28.53,250.58,3.194
0,-78.8,38.754,-71.838,-3.1562,NaN,5.329,25.09,223.89,3.594
0,-79.4,39.96,-71.518,-3.1301,NaN,5.745,22.66,208.13,3.438
1.125,-78.6,34.935,-68.994,-3.1463,0.70975,5.356,21.97,196.42,3.223
216.67,-87.95,35.557,-57.576,3.0101,0.10683,6.703,18.895,185.4,2.62
432.22,-97.3,32.889,-45.907,9.0807,0.10197,8.05,15.82,170.2,2.017
691.7,-144.3,23.533,-19.773,15.548,0.10806,14.45,8.19,134.7,0.804
805.6,-173.65,65.451,-50.493,18.249,0.11351,15.635,7.769,137.9,2.067
919.5,-203,113.42,-80.87,21.13,0.11756,16.82,7.348,140.67,3.33
948,-214,178.87,-110.21,22.643,0.12059,18.27,8.09,169.72,4.837
916.5,-214.1,215.16,-129.59,22.228,0.12464,18.96,7.466,163.54,5.609
828.1,-207.3,219.39,-124.39,20.192,0.12923,19.07,8.5,187.48,5.688
685.4,-193.8,211.85,-105.66,16.863,0.13547,18.61,11.55,247.53,5.63
384.15,-164.95,207.98,-90.949,9.4851,0.13751,17.635,15.335,309.11,5.8345
82.91,-136.1,203.31,-77.543,2.0473,0.15398,16.66,19.12,362.32,6.039
17.035,-109.8,116.84,-47.737,-0.6676,0.22884,15.13,21.48,369.11,3.822
3.294,-100.2,60.679,-25.08,-1.7295,0.57332,13.195,26.22,397.45,2.2745
0,-90.6,16.562,-7.425,-2.2981,NaN,11.26,30.96,413.2,0.727
0,-84,16.553,-8.0533,-2.1298,NaN,9.69,35.46,426.2,0.844
0,-80.2,26.31,-12.553,-1.8743,NaN,8.59,40.35,450.32,1.513
0,-77.5,25.093,-12.771,-1.8386,NaN,7.627,43.89,458.79,1.625
0,-76.3,50.477,-26.75,-1.4831,NaN,7.293,44.97,459.48,3.419
0,-74,44.784,-28.039,-1.6152,NaN,7.239,42.58,433.45,3.0585
0,-71.7,39.178,-28.334,-1.7167,NaN,7.185,40.19,407.61,2.698
0,-69.8,54.962,-43.041,-1.6328,NaN,7.894,34.68,369.18,3.447
0,-71.3,84.809,-64.418,-1.4361,NaN,8.75,31.12,351.09,4.8
0,-72.5,48.907,-37.587,-1.7259,NaN,8.14,33.84,366.31,2.975
1.929,-70.8,45.596,-40.052,-1.7864,0.58328,7.49,34.14,353.55,3.013
18.095,-73.1,70.303,-56.492,-1.1621,0.20216,8.16,32.68,354.24,4.261
407.16,-92.8,47.286,-31.886,9.3024,0.10317,10.36,26.83,337.27,2.256
673.1,-135.3,49.353,-22.602,15.926,0.11036,14.43,21.43,351.99,1.69
811.3,-160.3,123.56,-47.298,20.516,0.12197,15.12,22.37,384.15,4.038
872.45,-178.4,136.67,-54.007,21.911,0.1214,16.265,19.435,359.14,4.153
933.6,-196.5,150.31,-62.389,23.274,0.1209,17.41,16.5,327.9,4.268
909.2,-199.3,222.88,-80.28,24.049,0.12493,17.86,17.56,359.01,6.17
818.5,-192.4,263.18,-102.92,22.183,0.13018,18.02,16.22,334.97,7.221
673.1,-183,274.69,-86.156,19.144,0.13461,17.93,19.03,390.78,7.577
489.22,-167.4,226.68,-71.681,13.451,0.14081,17.43,19.86,395.17,6.432
84.21,-125.9,165.64,-56.928,1.8906,0.14767,16.05,21.67,394.99,5.104
17.606,-104.3,107.86,-41.35,-0.56934,0.23485,15.38,21.77,380.15,3.469
4.3075,-96.1,55.042,-19.096,-1.5754,0.51615,13.535,27.555,427.05,2.0105
0,-87.9,13.059,-4.3662,-2.2344,NaN,11.69,33.34,457.81,0.552
0,-82.2,29.159,-9.9858,-1.778,NaN,10.61,36.66,468.59,1.358
0,-77.7,29.249,-13.084,-1.7359,NaN,9.78,36.35,439.55,1.478
0,-75.6,29.342,-12.921,-1.6694,NaN,9.275,38.585,451,1.564
0,-73.5,29.259,-12.767,-1.6082,NaN,8.77,40.82,461.14,1.65
0,-71,27.245,-15.431,-1.6696,NaN,7.946,40.7,434.8,1.696
0,-70.2,42.381,-23.9,-1.459,NaN,7.414,43.42,447.33,2.828
0,-69.8,38.013,-23.019,-1.5461,NaN,7.115,43.825,442.35,2.6435
0,-69.4,33.869,-22.044,-1.6242,NaN,6.816,44.23,437.38,2.459
0,-68.2,36.45,-23.588,-1.5611,NaN,6.645,45.285,442.58,2.7125
1.064,-67,38.86,-25.025,-1.4698,0.75911,6.474,46.34,447.6,2.966
19.52,-69.1,47.128,-28.606,-0.87614,0.19505,6.742,45.79,450.51,3.452
398.32,-92,30.219,-15.025,9.0698,0.10106,9.91,34.24,417.66,1.505
605.41,-121.8,86.557,-45.663,14.796,0.1169,11.74,26.705,367.92,3.638
812.5,-151.6,158.74,-93.335,20.489,0.12446,13.57,19.17,297.78,5.771
908.3,-167,213.05,-119.59,23.548,0.12157,14.42,17.87,293.33,7.291
903.45,-177.2,201.44,-101.99,23.293,0.12329,14.99,18.39,313.17,6.632
898.6,-187.4,188.31,-85.418,22.965,0.12502,15.56,18.91,334.04,5.973
805.4,-186,150.75,-60.481,20.019,0.1293,15.66,20.5,364.46,4.751
665.9,-179.8,160.49,-56.62,16.643,0.13418,15.72,22.04,393.34,5.038
366.55,-153.2,128.43,-50.632,8.213,0.13469,15.09,22.025,377.5,4.1995
67.19,-126.6,98.501,-43.174,-0.11521,0.13969,14.46,22.01,362.22,3.361
17.074,-100.6,95.258,-42.175,-0.85878,0.2364,13.44,24.5,377.36,3.496
0,-87.5,88.552,-36.559,-1.0016,NaN,12.25,28.94,412.34,3.564
0,-87.3,32.25,-11.736,-1.884,NaN,10.73,35.51,457.53,1.481
0,-83.65,35.829,-13.568,-1.7318,NaN,9.53,39.455,469.15,1.8525
0,-80,37.598,-15.515,-1.6338,NaN,8.33,43.4,475.9,2.224
0,-76.2,40.748,-19.538,-1.5513,NaN,7.978,43.025,460.64,2.5165
0,-72.4,43.48,-23.961,-1.4917,NaN,7.626,42.65,445.8,2.809
0,-69.7,38.543,-19.393,-1.426,NaN,7.735,43.5,458.08,2.456
0,-71,93.741,-7.2075,0.43818,NaN,8.81,51.59,584.39,5.246
0,-70.3,100,17.415,1.3292,NaN,8.575,60.065,669.66,5.7495
0,-69.6,105.79,45.549,2.3058,NaN,8.34,68.54,752.07,6.253
0,-69.6,84.632,20.478,1.0017,NaN,7.757,64.93,684.77,5.376
2.569,-68.3,59.07,9.1512,0.070239,0.40546,6.815,65.99,652.52,4.269
135.17,-71.95,53.333,6.3319,3.4665,0.11283,7.152,63.68,644.4,3.672
267.77,-75.6,46.777,3.89,6.8504,0.10862,7.489,61.37,635.5,3.075
579.97,-109.3,90.376,18.622,16.352,0.1102,11.8,51.09,706.66,3.77
640,-130.5,52.351,9.5242,16.118,0.12233,13.65,45.39,708.75,1.887
933,-167.9,75.473,4.9209,23.851,0.1148,14.98,38.16,649.43,2.48
940.3,-185.2,153.02,-16.701,25.147,0.12121,15.51,30.92,544.45,4.86
898.1,-183.6,253.46,-72.891,25.25,0.12551,16.13,23.4,428.71,7.744
844.9,-178.4,256.77,-66.347,24.173,0.12987,16.24,24.18,446.12,7.793
654,-152.4,215.39,-45.785,18.934,0.13217,16.09,26.08,476.59,6.597
393.1,-139.6,215.35,-45.561,11.941,0.13661,15.72,26.91,480.26,6.749
74.45,-117.9,189.8,-51.264,2.6824,0.13631,14.34,28.09,458.7,6.519
24.996,-99.8,152.69,-53.928,0.67583,0.1834,13.16,28.31,428.15,5.712
