NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure,Wind Speed
0,-74.6,12.494,-42.703,-2.9566,NaN,1.899,50.9,356.69,3.252
2.4235,-74.6,12.98,-47.244,-3.0027,0.52841,2.0255,45.55,322.09,3.167
11.06,-74.6,13.422,-51.586,-2.869,0.2527,2.152,40.2,286.84,3.082
159.89,-78.8,11.239,-35.902,1.5918,0.11024,2.604,38.66,284.87,2.132
618.45,-113.2,28.568,-35.89,14.046,0.1037,6.92,27.12,270.11,2.039
762.23,-138.05,66.135,-70.546,17.483,0.11214,8.585,22.59,252.03,3.806
906,-162.9,115.59,-110.97,21.093,0.11782,10.25,18.06,225.36,5.573
1006.7,-173.2,141.44,-131.37,23.797,0.12079,11.32,14.85,198.98,6.175
1030.5,-182.8,163.91,-115.29,25.285,0.12298,12.29,19.05,272.14,6.589
630.31,-142.75,129.78,-87.449,14.948,0.12317,11.515,22.605,306.83,5.568
230.12,-102.7,98.859,-64.263,4.5704,0.12402,10.74,26.16,337.29,4.547
277.5,-94.8,105.19,-71.57,6.1025,0.13062,10.085,27.71,341.99,5.1525
324.89,-86.9,109.92,-78.908,7.5884,0.13524,9.43,29.26,345.59,5.758
182.02,-82.2,132.99,-77.602,4.3783,0.13612,9.21,34.4,400.33,7.134
105.65,-63.5,105.16,-51.011,2.7166,0.13402,7.986,42.85,459.01,6.5
50.921,-68.1,89.895,-53.018,0.5557,0.14709,7.221,43.65,443.8,6.141
0,-72.7,75.723,-54.393,-1.4491,NaN,6.456,44.45,428.81,5.782
0,-82.7,43.722,-28.858,-1.9136,NaN,5.716,50.48,462.71,3.769
0,-80,17.261,-13.636,-2.1545,NaN,4.82,53.56,461.3,1.764
0,-80,17.261,-13.636,-2.1545,NaN,4.82,53.56,461.3,1.764
0,-75,9.8045,-17.49,-2.3325,NaN,3.077,51.89,395.39,1.571
0,-75,9.8045,-17.49,-2.3325,NaN,3.077,51.89,395.39,1.571
0,-75.9,12.138,-29.14,-2.6207,NaN,2.528,50.85,372.67,2.368
0,-75.2,9.4284,-29.116,-2.6767,NaN,2.243,47.22,339.12,2.074
0,-75.1,7.6677,-36.901,-2.9432,NaN,1.609,44.75,307.15,2.352
0,-74.6,7.2971,-35.864,-2.9103,NaN,1.645,42.68,293.7,2.189
11.882,-75.4,6.6784,-31.195,-2.4834,0.24222,1.846,39.04,272.54,1.785
160.75,-79.9,9.8159,-41.263,1.3936,0.11286,2.11,36.94,262.79,2.295
621.15,-115.9,37.286,-51.141,13.862,0.10394,7.135,22.44,226.81,2.578
777.62,-141.25,69.237,-80.157,17.644,0.1124,8.3375,21.155,232.09,4.097
934.1,-166.6,108.59,-108.62,21.65,0.11794,9.54,19.87,236.43,5.616
982.2,-173.55,131.31,-111.3,23.376,0.12029,10.165,21.985,272.79,6.3735
1030.3,-180.5,155.95,-110.18,25.264,0.1224,10.79,24.1,311.76,7.131
965.1,-177.7,191.38,-102.54,24.719,0.12542,11.125,28.51,377.11,8.4905
899.9,-174.9,228.65,-84.315,24.524,0.12885,11.46,32.92,445.22,9.85
768.2,-162,187.44,-56.603,20.791,0.13198,11.41,35.3,475.83,8.11
594.2,-145.1,213.59,-36.623,17.661,0.13934,11.03,40.84,536.81,9.56
321.44,-122.35,165.4,-24.836,9.5816,0.13955,9.87,45.445,552.85,8.272
48.685,-99.6,123.25,-17.264,1.5536,0.14211,8.71,50.05,563.13,6.984
21.398,-93.3,104.87,-17.549,0.43488,0.18199,8.1475,51.475,557.49,6.3515
0,-87,87.918,-17.602,-0.47064,NaN,7.585,52.9,551.39,5.719
0,-83.2,38.471,-12.258,-1.6076,NaN,6.641,54.03,527.9,2.857
0,-79.7,16.836,-6.6372,-1.9606,NaN,4.875,61.94,535.52,1.703
0,-77.9,18.428,-8.8947,-1.9286,NaN,3.928,66.31,536.52,2.313
0,-76.9,15.368,-10.317,-2.0268,NaN,3.363,67.18,522.35,2.254
0,-76.3,17.093,-17.166,-2.1545,NaN,2.91,65.91,496.32,2.899
0,-76,15.177,-21.382,-2.319,NaN,2.7395,61.775,459.59,2.735
0,-75.7,13.375,-24.869,-2.4597,NaN,2.569,57.64,423.67,2.571
0,-78.4,12.735,-34.653,-2.8299,NaN,2.061,55.17,391.11,3.052
0,-80.3,9.3172,-37.088,-3.0486,NaN,1.792,47.64,331.3,2.568
9.757,-84.6,15.887,-58.476,-3.3127,0.29957,2.327,38.07,275.05,3.371
316.95,-106.55,27.963,-50.958,5.2866,0.10923,5.151,27.535,242.68,2.6795
624.14,-128.5,32.133,-44.04,13.646,0.10543,7.975,17,181.97,1.988
801.3,-161.5,70.808,-76.396,17.891,0.11065,10.39,13.58,171.05,3.363
936.8,-182.7,119.63,-121.87,21.21,0.11789,11.32,11.83,158.52,5.216
987.85,-192.6,126.66,-117.37,22.696,0.12035,12.12,12.055,170.3,5.158
1038.9,-202.5,133.49,-112.75,24.179,0.12255,12.92,12.28,182.83,5.1
997.3,-202.6,155.96,-114.5,23.588,0.12441,13.41,14.62,224.75,5.741
901,-198,127.94,-75.188,21.32,0.12778,13.67,18.92,295.81,4.62
738.05,-183.35,174.76,-91.937,17.984,0.13278,13.355,21.895,335.38,6.46
575.1,-168.7,219.23,-101.92,14.774,0.14049,13.04,24.87,373.19,8.3
258.28,-147.6,145.72,-67.566,5.327,0.15039,12.34,26.97,386.55,5.83
34.155,-111.8,148.64,-88.982,-0.50736,0.15479,10.68,28.04,360.08,6.868
8.947,-100,101.97,-67.053,-1.5835,0.27496,9.65,30.19,361.89,5.213
0,-92.1,76.402,-55.919,-2.0203,NaN,8.75,31.86,359.44,4.305
0,-87.5,45.933,-31.697,-2.0668,NaN,8.03,36.6,393.24,2.819
0,-84.9,17.517,-14.185,-2.301,NaN,5.989,45,420.35,1.441
0,-83.7,29.417,-30.684,-2.3969,NaN,4.716,48.85,417.69,3.074
0,-82.3,31.584,-39.754,-2.5521,NaN,4.4405,46.67,391.43,3.5065
0,-80.9,33.266,-49.827,-2.7494,NaN,4.165,44.49,366.02,3.939
0,-79.6,25.754,-43.543,-2.7473,NaN,3.744,45.39,362.54,3.394
0,-80.3,28.775,-52.065,-2.9222,NaN,3.554,45.51,358.66,3.996
0,-80.7,23.786,-46.484,-2.9168,NaN,3.346,45.64,354.45,3.509
0,-83,29.205,-63.673,-3.3138,NaN,3.407,40.96,319.47,4.23
9.668,-85.7,32.835,-88.316,-3.71,0.26868,3.5,30.73,241.26,4.626
158.96,-90.5,32.794,-76.24,0.70563,0.11295,4.308,26.17,217.47,3.752
616.04,-128.1,33.188,-43.345,13.478,0.10732,9.08,12.56,144.89,1.801
791.6,-169,49.676,-51.384,17.515,0.11156,12.4,7.427,106.87,1.974
927.9,-188.5,113.36,-101.63,21.189,0.11629,13.4,9.04,138.88,4.169
1014.3,-197,174.36,-159.03,23.488,0.12106,13.65,7.797,121.75,6.295
1029.2,-221.7,159.94,-118.43,23.95,0.12334,15.59,8.89,157.34,5.056
967,-216.3,166.56,-119.36,22.508,0.12568,15.925,8.985,162.47,5.154
904.8,-210.9,173.31,-120.21,21.073,0.12832,16.26,9.08,167.74,5.252
763.3,-208.2,182.29,-116.11,17.526,0.13163,16.15,11.26,206.56,5.56
579.5,-196.6,132.35,-84.065,12.164,0.14097,15.84,11.98,215.45,4.116
255.71,-171.7,128.41,-85.084,3.592,0.15356,15.02,12.87,219.59,4.21
25.937,-124.5,144.99,-91.64,-1.2755,0.18488,12.6,20.42,297.71,5.665
8.4595,-111.6,88.757,-58.658,-2.0605,0.33949,11.595,22.67,309.35,3.766
0,-98.7,40.214,-28.236,-2.4464,NaN,10.59,24.92,318.1,1.867
0,-92.4,37.155,-28.256,-2.3555,NaN,8.22,33.5,364.61,2.221
0,-89.2,49.594,-42.309,-2.3108,NaN,7.09,36.97,372.52,3.436
0,-87.9,63.424,-55.329,-2.2513,NaN,6.929,37.4,372.72,4.497
0,-87.6,59.038,-61.533,-2.5415,NaN,6.643,34.61,338.21,4.3685
0,-87.3,54.806,-67.019,-2.8072,NaN,6.357,31.82,304.88,4.24
0,-85.7,50.922,-73.213,-3.0464,NaN,6.06,28.56,268.09,4.135
0,-86.4,54.12,-76.459,-3.0675,NaN,6.397,26.59,255.47,4.165
0,-87.8,50.083,-76.054,-3.2094,NaN,6.294,24.64,235.06,3.918
0,-87.5,57.381,-94.384,-3.5122,NaN,6.194,22.18,210.14,4.56
8.86,-89.1,61.675,-103.45,-3.4419,0.30781,6.478,18.98,183.38,4.685
157.02,-92.2,45.452,-70.94,1.1095,0.11087,6.981,18.19,181.93,3.202
610.79,-129.9,55.574,-55.163,13.577,0.10729,11.63,11.42,156.19,2.349
766.55,-167.7,60.775,-53.384,17.102,0.11187,13.94,8.086,128.66,2.1435
922.3,-205.5,64.045,-52.362,20.55,0.11488,16.25,4.752,87.729,1.938
972.15,-223.75,97.516,-72.772,21.81,0.11863,17.62,4.6295,93.228,2.722
1022,-242,135.34,-92.703,23.206,0.12199,18.99,4.507,98.912,3.506
991.5,-238,289.71,-188.12,24.122,0.12643,19.08,5.595,123.48,7.473
901.2,-235.1,271.09,-164.7,21.792,0.13095,19.3,6.685,149.58,6.913
762.2,-234.6,176.65,-108.99,16.792,0.13189,19.38,6.247,140.47,4.486
581.7,-207.1,258.21,-156.16,13.446,0.14089,18.38,8.22,173.64,6.915
304,-168.45,242.3,-149.51,6.4415,0.14278,16.79,10.64,203.3,7.102
26.299,-129.8,225.18,-145.11,-0.66105,0.1825,15.2,13.06,225.43,7.289
4.824,-113.1,114.41,-77.762,-2.0206,0.47163,14.16,14.37,231.94,3.973
0,-103.4,63.881,-39.938,-2.2415,NaN,11.77,23.26,321.09,2.668
0,-98.2,71.84,-45.417,-2.0248,NaN,10.26,28.46,355.38,3.441
0,-96.85,76.661,-57.577,-2.1938,NaN,9.63,27.235,326.03,3.913
0,-95.5,80.27,-70.77,-2.426,NaN,9,26.01,298.44,4.385
0,-94.2,61.897,-59.866,-2.6001,NaN,8.69,24.93,280.12,3.504
0,-94.5,79.349,-89.768,-2.9597,NaN,8.67,20.06,225.09,4.505
0,-94.7,73.869,-91.011,-3.155,NaN,8.2675,19.27,210.41,4.4
0,-94.9,68.566,-91.96,-3.3371,NaN,7.865,18.48,196.34,4.295
0,-92.6,40.607,-56.969,-3.0738,NaN,7.269,20.61,210.24,2.753
0,-90.3,63.17,-87.343,-3.2292,NaN,7.678,18.47,193.74,4.054
13.205,-90.3,72.729,-96.705,-2.8512,0.24672,7.911,18.52,197.38,4.528
159.92,-92.2,49.701,-61.873,1.567,0.11402,8.5,17.56,194.78,2.879
580.53,-127.4,62.694,-55.43,12.988,0.10729,12.95,10.76,160.51,2.383
777,-175,58.858,-42.728,17.437,0.11301,16.66,7.132,135.15,1.739
914.1,-206.5,116.26,-86.435,20.803,0.1151,18.07,3.987,82.598,3.168
1004.5,-223.7,148.67,-109.23,23.139,0.1204,19.28,2.417,54.013,3.798
1029.3,-239.5,158.91,-107.28,23.736,0.12251,19.86,3.617,83.797,3.941
992.5,-245.1,123.35,-78.63,22.345,0.12401,20.29,4.31,102.55,2.995
898.2,-235.8,157.98,-87.011,20.688,0.12965,20.25,7.273,172.62,3.844
734.25,-215.15,225.13,-110.56,17.876,0.13404,19.495,10.367,234.78,5.6915
570.3,-194.5,286.6,-124.64,15.17,0.14086,18.74,13.46,290.82,7.539
251.72,-166.6,219.6,-85.798,6.1757,0.1516,17.64,16.87,340.15,6.135
30.354,-124.6,184.55,-94.074,-0.10639,0.17896,15.94,16.11,291.59,5.704
6.204,-110.7,137.33,-69.343,-1.0298,0.38635,15.01,18.35,312.89,4.505
0,-101.7,52.161,-22.677,-2.0372,NaN,12.57,27.21,395.93,2.042
0,-96.1,74.64,-34.737,-1.5853,NaN,10.92,31.49,410.9,3.362
0,-91.1,61.931,-33.148,-1.7579,NaN,9.96,32.77,401.07,3.058
0,-89.8,73.968,-44.934,-1.7142,NaN,9.62,31.84,380.9,3.782
0,-89.15,74.827,-55.904,-1.9811,NaN,9.27,28.96,338.39,3.9715
0,-88.5,75.415,-67.328,-2.2684,NaN,8.92,26.08,297.63,4.161
0,-86.1,45.544,-42.738,-2.3497,NaN,8.38,27.42,301.69,2.676
0,-84.1,60.464,-60.576,-2.3756,NaN,7.715,29.2,307.07,3.86
0,-83.7,83.549,-80.078,-2.2632,NaN,7.865,29.61,314.58,5.232
0,-83,71.518,-70.493,-2.3125,NaN,7.592,30.37,316.71,4.639
9.67,-83.3,71.763,-72.839,-2.1074,0.26352,7.595,29.5,307.7,4.651
152.93,-86.6,69.956,-63.403,2.056,0.11035,8.51,27.69,307.36,4.044
593.11,-122.5,62.575,-41.26,13.877,0.1069,12.72,19.1,280.67,2.419
765,-167.1,43.319,-22.157,17.464,0.11253,16.51,14.83,278.36,1.29
876.6,-192.1,80.122,-42.911,20.359,0.11633,16.955,13.12,253.32,2.3235
988.2,-217.1,118.79,-66.63,23.224,0.11925,17.4,11.41,226.6,3.357
1009.2,-223.1,191.16,-99.365,24.765,0.12243,18.3,11.25,236.46,5.138
970.8,-209.3,222.44,-97.352,25.01,0.12462,18.12,14.38,298.85,6.04
876.6,-193.5,258.63,-57.433,24.946,0.12863,17.85,22.27,455.02,7.131
734,-185.1,208.49,-19.895,20.804,0.13136,17.82,26.68,544.1,5.759
551.8,-169.6,255.55,-21.795,17.376,0.1405,17.31,28,552.92,7.268
231.62,-140.2,196.85,-9.4855,7.8644,0.14563,16.22,31.49,580.24,5.973
54.88,-106.6,173.43,-8.2564,3.2004,0.15582,15.02,34.16,582.85,5.681
23.618,-97.45,110.59,16.522,1.503,0.20801,13.425,44.84,689.98,4.0515
0,-88.3,58.278,19.817,-0.2879,NaN,11.83,55.52,769.46,2.422
0,-83.4,46.724,9.2664,-0.7732,NaN,10.75,53.87,695.02,2.136
0,-81.2,48.639,1.5486,-0.87484,NaN,10.11,50.45,623.68,2.365
0,-79.3,69.865,-2.5071,-0.33688,NaN,9.68,49.73,597.32,3.549
0,-78.65,73.386,-12.45,-0.49968,NaN,9.48,46.215,547.69,3.8085
0,-78,76.693,-23.468,-0.6989,NaN,9.28,42.7,499.27,4.068
0,-78.3,73.856,-31.97,-1.0272,NaN,9.21,39.03,454.21,3.949
0,-75.9,34.888,-22.255,-1.7847,NaN,7.965,38.44,411.18,2.157
0,-74.45,44.699,-30.061,-1.6873,NaN,7.801,38.255,404.66,2.8215
0,-73,54.069,-38.299,-1.6144,NaN,7.637,38.07,398.23,3.486
10.425,-72.9,47.89,-36.364,-1.4372,0.26429,7.7,36.26,380.93,3.061
147.53,-76.1,42.847,-31.108,2.3462,0.10966,8.48,33.28,368.66,2.486
582,-111.5,47.436,-24.318,13.925,0.10517,13.11,22.98,346.41,1.78
759.2,-152.8,86.233,-37.782,18.473,0.10892,15.99,18.46,335.19,2.653
893.4,-173.7,142.94,-43.708,23.102,0.11632,16.16,22.69,416.5,4.352
947.4,-181.25,189.22,-50.844,25.516,0.11952,16.735,22.795,434.03,5.564
1001.4,-188.8,238.32,-55.556,28.079,0.12235,17.31,22.9,452.21,6.776
960.4,-187.4,263.65,-28.604,28.437,0.12452,17.34,27.14,536.96,7.482
852.45,-179.55,240.66,6.1175,25.944,0.12748,16.855,32.725,627.86,7.0255
744.5,-171.7,218.56,34.493,23.297,0.13127,16.37,38.31,712.69,6.569
573.2,-157.9,199.54,43.571,18.574,0.13753,15.92,41.37,747.83,6.167
324.18,-125.65,172.84,39.627,11.594,0.13795,14.995,43.81,746.3,5.672
75.15,-93.4,148,35.059,4.6492,0.14114,14.07,46.25,742.15,5.177
19.801,-86.4,77.486,22.334,0.93715,0.21611,13.46,49.52,763.73,2.832
0,-85.3,67.476,20.088,0.063872,NaN,12.12,53.31,753.09,2.738
0,-82.2,44.241,13.448,-0.69146,NaN,10.77,57.28,740,2.019
0,-79.75,41.582,12.204,-0.73244,NaN,9.91,59.485,725.59,2.0625
0,-77.3,38.772,10.789,-0.78252,NaN,9.05,61.69,710.22,2.106
0,-75.8,33.17,9.278,-0.94084,NaN,8.58,63.26,705.52,1.901
0,-74.3,41.495,5.8761,-0.75966,NaN,7.982,61.21,655.51,2.557
0,-75.25,48.505,-2.0314,-0.81178,NaN,7.9695,55.875,597.86,2.995
0,-76.2,55.487,-12.529,-0.93775,NaN,7.957,50.54,540.32,3.433
0,-78.35,60.601,-26.251,-1.2412,NaN,7.8925,44.765,476.48,3.7795
0,-80.5,65.626,-42.141,-1.6084,NaN,7.828,38.99,413.19,4.126
8.644,-82.8,65.574,-55.351,-1.8035,0.27178,7.666,33.99,356.25,4.208
126.18,-85.1,46.282,-42.265,1.2722,0.11266,8.37,28.19,309.95,2.719
447.14,-122.65,66.674,-44.714,9.7732,0.11123,12.31,19.985,285.87,2.6635
768.1,-160.2,86.174,-52.993,18.085,0.111,16.25,11.78,217.48,2.608
901.4,-187.1,134.28,-76.887,21.769,0.118,17.91,10.11,207.35,3.689
985,-208.1,114.54,-65.57,23.298,0.11975,18.72,8.77,189.25,3.011
980,-215.05,191.31,-99.627,24.165,0.12304,19.245,9.715,216.63,4.8925
975,-222,272.07,-127.81,25.311,0.12634,19.77,10.66,245.59,6.774
885.1,-221.4,275.29,-110.35,23.375,0.12884,20.06,12.56,294.61,6.755
747.6,-196,294.12,-96.968,21.122,0.13171,18.69,17.11,368.53,7.745
563.7,-180.2,245.15,-82.701,15.401,0.14057,18.25,17.6,368.76,6.612
248.36,-156.7,203.01,-75.822,6.1738,0.15178,17.48,17.74,354.1,5.716
126.72,-131.15,152.45,-62.989,2.3986,0.1606,16.52,18.225,342.3,4.54
5.079,-105.6,106.43,-48.721,-1.2076,0.4437,15.56,18.71,330.51,3.364
0,-96.3,65.038,-24.172,-1.5638,NaN,13.53,26.65,412.89,2.363
0,-90.1,66.012,-24.637,-1.3745,NaN,11.8,31.63,437.5,2.75
0,-84.9,64.736,-24.19,-1.2512,NaN,12.42,29.72,428.21,2.563
0,-83.1,116.12,-16.33,0.47093,NaN,12.91,36.26,539.5,4.423
0,-81.5,157.27,11.519,2.4624,NaN,11.68,46.98,644.68,6.623
0,-76.7,96.293,-12.695,0.19458,NaN,9.88,45.98,559.74,4.796
0,-73.4,78.877,-14.79,-0.26271,NaN,9.83,44.385,538.51,3.9515
0,-70.1,61.659,-15.013,-0.66162,NaN,9.78,42.79,517.42,3.107
0,-70,66.266,-15.118,-0.5318,NaN,9.32,44.99,527.47,3.505
0,-68.8,70.575,-19.218,-0.49207,NaN,9.14,44.31,513.23,3.807
48.113,-69.85,64.587,-14.432,0.80167,0.13044,9.21,45.555,530.15,3.457
100.21,-70.9,58.498,-10.234,2.1883,0.1124,9.28,46.8,547.21,3.107
560.29,-104.5,46.663,-3.9924,14.061,0.1021,13.87,35.63,564.36,1.658
734.2,-142.2,66.145,-6.1677,18.392,0.10681,16.73,28.88,549.71,1.949
781.65,-149.8,127.8,-8.9432,21.177,0.11277,17.345,28.465,563.35,3.635
829.1,-157.4,193.57,-9.3138,24.146,0.11798,17.96,28.05,577.1,5.321
731.7,-140.4,220.29,-1.3929,22.855,0.12161,17.21,30.92,606.73,6.323
728.1,-124.6,185.33,21.905,22.871,0.12488,17.05,35.52,689.97,5.372
586.4,-131.3,199.96,7.8929,18.702,0.1253,17.58,31.77,638.17,5.627
437.55,-110.7,221.82,15.899,15.926,0.12804,17.39,33.24,659.73,6.319
279.81,-78,163.91,71.362,12.33,0.12616,14.22,52.65,853.11,5.7085
122.06,-45.3,113.78,88.822,7.8808,0.11934,11.05,72.06,948.43,5.098
78.26,-44,64.4,69.781,4.7517,0.12559,9.32,85.8,1005.9,3.422
9.454,-51.6,51.706,67.262,2.1671,0.22317,8.13,94.7,1024.4,3.151
0,-30.4,34.515,47.783,1.464,NaN,7.433,98.2,1013,2.302
0,-10.8,47.048,68.079,2.943,NaN,6.863,100.7,999.02,3.398
0,-7.3,46.815,69.726,3.0817,NaN,6.614,102.1,995.73,3.51
0,-7.2,61.094,83.768,3.8834,NaN,6.075,99.6,935.92,4.993
0,-6.4,50.592,60.166,2.9439,NaN,4.9095,96.75,838.5,5.122
0,-5.6,39.509,37.685,2.0196,NaN,3.744,93.9,749.99,5.251
0,-7.1,27.272,24.593,1.2628,NaN,2.362,95.8,693.86,5.748
0,-28.4,16.987,7.0232,-0.12382,NaN,2.604,88.6,652.85,3.25
0,-16.65,17.864,7.296,0.24006,NaN,1.7335,92.2,638.5,5.1385
0,-4.9,12.151,4.4386,0.32975,0.80338,0.863,95.8,623.23,7.027
15.974,-8.1,0.67898,-8.2655,0.0081085,0.09187,0.053,95.5,585.94,6.389
76.94,-39.6,2.2365,-14.215,0.71543,0.099063,0.249,88.3,549.52,4.478
292.42,-70.5,17.056,-55.268,5.1823,0.090451,1.017,73.42,482.96,8.36
477.99,-53,24.732,-82.129,10.37,0.09317,1.347,64.9,437.17,9.15
109,-13,-10.759,-21.911,1.7865,0.23131,-1.415,90.5,498.86,3.784
230.4,-14.6,-5.3046,-12.825,5.5762,0.2757,-1.035,90.6,513.52,2.548
651.05,-63.9,14.417,-47.829,15.621,0.10385,1.122,70.3,465.95,6.386
791,-122.9,51.271,-68.627,18.357,0.11422,3.875,50.72,408.86,6.575
762,-122.2,61.145,-74.047,17.685,0.11908,4.469,47.6,400.03,6.7975
733,-121.5,71.556,-80.238,17.005,0.12425,5.063,44.48,389.64,7.02
477.98,-114,89.12,-93.561,10.142,0.13158,4.966,46.85,407.63,8.91
316.41,-99.2,83.977,-105.3,5.526,0.13855,4.646,45.09,383.66,8.97
61.2,-88.1,50.77,-81.28,-1.6195,0.14153,4.498,39.17,329.85,5.599
10.707,-88.6,61.114,-108.93,-3.5463,0.23412,4.263,37.93,314.2,7.108
0,-85.7,47.983,-97.311,-3.8091,NaN,3.758,39.16,313.08,6.326
0,-82.3,21.028,-46.425,-3.0381,NaN,3.053,45.67,347.41,3.411
0,-77.7,3.1619,-11.174,-2.4179,NaN,1.72,53.94,373.18,0.91
0,-74.6,2.5614,-13.23,-2.4054,NaN,1.282,52.49,351.93,0.989
0,-73.9,4.1149,-23.598,-2.6343,NaN,1.309,47.26,317.48,1.557
0,-72.4,2.651,-12.283,-2.3141,NaN,1.913,37.74,264.73,0.687
0,-73.2,3.5766,-13.398,-2.342,NaN,2.709,28.94,214.84,0.655
0,-70.3,2.7115,-8.7051,-2.1522,NaN,3.267,26.13,201.8,0.412
0,-72.2,20.863,-68.121,-3.3699,NaN,3.296,24.73,191.38,3.144
0,-67.9,38.973,-94.111,-3.4708,NaN,4.869,17.67,152.71,3.977
44.132,-65.1,74.57,-153.2,-2.8097,0.13838,5.574,18.13,164.56,6.646
185.7,-64.4,34.422,-69.613,2.4291,0.11949,5.392,20.72,185.7,3.17
424.75,-64.4,92.585,-146.98,8.631,0.11177,7.098,17.02,171.59,6.478
369.61,-62.4,122.04,-172.14,7.2531,0.1183,6.864,23.53,233.45,8.83
353.65,-54.4,120.8,-158.6,7.3755,0.11852,5.96,32.79,305.68,10.06
261.59,-47.3,82.994,-116.85,5.0899,0.11952,5.395,35.08,314.47,7.632
182.64,-33.55,41.982,-65.522,3.5417,0.11447,3.251,53.5,412.71,6.3995
103.69,-19.8,11.555,-35.972,1.6777,0.10147,1.107,71.92,476.17,5.167
153.52,-20.9,3.2169,-29.002,3.0138,0.1064,0.412,73.95,465.68,3.865
150.52,-18.9,-1.9193,-27.006,2.897,0.10244,-0.247,79.13,475.04,3.847
150.2,-28.05,7.8578,-37.987,2.5959,0.11072,0.891,67.89,442.55,4.3675
149.88,-37.2,20.021,-53.082,2.246,0.11887,2.029,56.65,400.68,4.888
61.42,-33.4,22.399,-55.55,-0.14476,0.12395,2.5,50.4,368.64,4.439
14.11,-36.4,29.457,-66.002,-1.6597,0.16459,2.611,51.85,382.25,5.588
0,-38.9,23.111,-50.041,-1.8571,NaN,2.511,54.41,398.28,4.556
0,-38.7,6.4237,-11.241,-1.2276,NaN,1.433,75.66,512.8,2.217
0,-58.6,0.71541,-2.9825,-1.717,NaN,0.457,84.9,536.37,0.774
0,-65,-0.80988,-5.7578,-2.0189,NaN,-0.335,86.8,517.76,1.196
0,-45.7,-0.55165,-4.9671,-1.4449,NaN,-0.33,82.9,494.68,0.827
0,-53.4,-0.71279,-5.6303,-1.6853,NaN,-0.391,82.5,490.11,0.902
0,-44.05,-0.37948,-8.5849,-1.4955,NaN,-0.1695,76.35,460.94,1.108
0,-34.7,0.13803,-12.234,-1.3201,NaN,0.052,70.2,430.68,1.314
0,-32.7,1.2232,-15.432,-1.3233,NaN,0.455,61.18,386.46,1.331
0,-32.6,2.1248,-18.339,-1.377,NaN,0.792,53.08,343.55,1.328
61.314,-48.85,3.2303,-19.108,-0.096309,0.12816,1.215,49.41,329.69,1.3155
123.69,-65.1,4.3155,-19.942,1.212,0.11964,1.638,45.74,314.6,1.303
630.53,-91.8,26.344,-42.909,14.73,0.10078,4.752,35.91,307.82,2.741
771,-128.8,39.363,-46.372,17.919,0.10764,5.82,37.09,342.43,3.344
892.3,-137.95,84.139,-90.575,21.098,0.11346,6.88,32.31,320.91,6.047
1013.6,-147.1,140.5,-143.23,24.367,0.11784,7.94,27.53,293.98,8.75
1032.5,-156.9,164.48,-147.77,25.172,0.11978,8.7,27.12,304.93,9.35
971.9,-148.3,187.87,-125.85,24.983,0.12362,8.73,33.9,381.93,10.64
748.86,-124.1,157.42,-92.851,19.446,0.12506,8.012,39.68,425.81,9.71
525.82,-99.9,129.64,-66.409,13.799,0.1277,7.294,45.46,464.52,8.78
331.69,-79.75,110.99,-55.453,8.6738,0.12771,6.7625,48.575,478.59,8.1105
137.56,-59.6,93.79,-46.114,3.5441,0.12771,6.231,51.69,490.98,7.441
50.686,-40.2,78.956,-38.055,1.4496,0.13372,5.679,55.1,503.77,6.873
12.915,-42.6,50.895,-21.611,-0.011288,0.18156,5.357,58.37,521.87,4.696
0,-35.3,46.368,-17.504,-0.18157,NaN,4.756,63.05,540.61,4.816
0,-41.5,16.296,-0.71554,-0.73119,NaN,3.606,76.46,604.79,2.231
0,-38.6,18.798,-5.4417,-0.71213,NaN,3.629,71.92,569.8,2.558
0,-33.9,15.264,-5.4946,-0.68071,NaN,3.268,73.14,564.89,2.308
0,-27.45,17.731,-12.898,-0.63802,NaN,3.3265,66.56,516.2,2.635
0,-21,20.273,-22.009,-0.64137,NaN,3.385,59.98,467.1,2.962
0,-18,33.283,-35.383,-0.56702,NaN,3.226,61.91,476.74,5.104
0,-16.6,30.449,-28.655,-0.41768,NaN,3.072,65.36,497.86,4.905
0,-17.9,38.668,-44.789,-0.67763,NaN,2.953,63.17,477.14,6.48
0,-20.7,33.257,-44.986,-0.9148,NaN,3.061,58.98,448.91,5.375
30.48,-27.3,18.101,-23.782,-0.070545,0.13409,3.046,59.75,454.29,2.939
136.59,-45.2,18.233,-15.016,2.6688,0.12048,2.916,68.62,516.95,3.092
317.62,-62.8,31.437,-25.187,7.3648,0.11599,4.1075,58.84,482.12,3.785
498.66,-80.4,47.979,-40.262,12.017,0.11475,5.299,49.06,436.87,4.478
435.87,-74.2,91.892,-82.467,10.468,0.11945,6.171,41.68,394.26,7.369
509.47,-82.8,113.79,-100.9,12.4,0.12085,6.886,37.45,372.12,8.18
593.7,-85.2,157.05,-116.39,15.492,0.12188,7.498,37.99,393.64,10.37
617.6,-85.5,121.85,-80.911,16.165,0.12223,7.706,39.08,410.72,7.824
428.57,-74.45,124.2,-89.439,10.97,0.12231,7.6665,37.68,394.94,8.017
239.55,-63.4,126.52,-98.246,5.7666,0.12253,7.627,36.28,379.24,8.21
99.95,-42.6,83.276,-61.607,2.2291,0.12248,7.059,40.44,406.62,5.838
