NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure Air,Pressure Surface,Wind Speed,Ts
68.6,-55.192,78.923,7.4788,2.8156,0.57259,4.666,73.24,624.05,593.52,5.517,-0.40393
69.1,-52.518,71.458,11.049,2.7953,0.54056,4.253,76.15,630.36,581.94,5.14,-0.67409
46.03,-56.624,69.25,15.191,2.0832,0.58791,4.125,79.09,648.84,581.94,5.114,-0.67409
21.41,-61.972,81.07,9.9504,1.4234,0.78175,5.21,71.27,630.73,585.49,4.953,-0.59087
0,-68.083,79.216,8.5697,0.5558,NaN,4.792,72.24,620.97,583.71,5.181,-0.63247
0,-68.179,34.408,3.7753,-0.84615,NaN,5.411,69.65,625.07,582.83,2.013,-0.65328
0,-65.696,39.732,2.633,-0.65817,NaN,5.506,67.65,611.14,585.49,2.312,-0.59087
0,-66.269,90.028,17.549,1.1653,NaN,4.325,77.15,641.87,579.3,6.317,-0.73654
0,-66.746,132.05,20.433,2.4185,NaN,5.723,70.45,646.08,583.71,7.379,-0.63247
0,-65.6,35.796,0.49185,-0.82691,NaN,3.842,70.51,567.07,562.74,2.558,-1.1331
0,-64.932,21.362,-0.89855,-1.2544,NaN,4.805,63.89,549.69,565.33,1.294,-1.0704
0,-66.173,15.884,1.2599,-1.3831,0.092123,1.745,78.3,542.69,523.28,1.462,-2.1216
4.28,-49.176,65.31,-12.224,0.231,0.74076,6.42,52.93,509.35,590.83,3.379,-0.4662
141.8,-24.827,73.112,-14.689,4.9479,0.48116,5.056,60,525.33,594.41,4.789,-0.38318
18.2,15.756,67.025,2.8876,2.9301,0.6058,7.658,60.05,629.05,607.99,3.089,-0.072521
64.98,12.318,171.78,14.32,7.4303,0.54336,6.943,64.89,647.3,610.73,8.82,-0.010517
30.16,17.092,49.273,6.6609,2.9109,0.6493,6.489,68.44,661.74,605.26,2.656,-0.13457
46.1,20.243,28.303,8.1777,2.9006,0.57116,4.799,80.1,688.87,594.41,1.95,-0.38318
37.94,22.058,20.668,8.4136,2.5129,0.63021,7.323,78.78,806.58,628.32,1.063,0.3812
78.1,18.62,47.439,18.111,4.5776,0.58677,7.155,77.98,789.26,623.65,2.463,0.27828
136.1,15.183,80.33,15.442,6.9693,0.53958,6.391,72.94,700.51,627.38,4.756,0.36063
151.6,16.615,11.304,2.1217,5.124,0.52875,8.03,68.15,732.21,646.27,0.556,0.77124
638.3,16.901,48.331,9.0231,20.101,0.47029,8.43,68.76,759.11,676.36,2.456,1.4041
291.3,-23.49,88.321,24.857,10.748,0.47889,8.5,71.17,789.45,655.87,4.191,0.97586
172,12.986,133.01,34.516,9.9441,0.51604,8.5,69.78,774.03,648.18,6.177,0.8122
80,-0.95488,131.57,17.712,6.4409,0.54076,7.001,68.35,684.53,628.32,7.096,0.3812
57.59,-16.997,136.24,17.419,5.4798,0.489,6.523,68.92,667.94,616.25,7.589,0.11337
26.97,-24.063,194.21,14.509,5.9698,0.51132,6.37,66.31,635.91,605.26,10.66,-0.13457
7.018,-24.159,151.03,19.988,4.3408,0.41904,6.003,69.82,652.83,600.72,8.64,-0.23807
0,-51.564,114.7,8.8822,2.0316,0.52502,5.678,68.87,629.62,600.72,6.922,-0.23807
0,-62.163,137.63,5.6527,2.2883,NaN,5.753,66.32,609.47,593.52,7.981,-0.40393
0,-65.409,88.75,7.2258,0.86226,0.33299,4.422,72.41,606.54,580.18,6.174,-0.71572
0,-68.656,74.878,-5.5134,0.019986,NaN,4.477,65.32,549.26,574.03,5.013,-0.86159
0,-68.656,116.49,-13.59,0.96606,0.13343,4.265,65.36,541.5,578.42,8.29,-0.75737
0,-71.616,53.861,-2.6136,-0.57459,0.13557,4.134,67.27,552.22,567.93,3.748,-1.0077
0,-69.229,67.966,-3.8035,-0.14293,NaN,4.152,66.77,548.81,567.06,4.694,-1.0286
1.99,-65.409,120.28,-8.8729,1.3537,0.80975,5.177,62.17,548.94,576.66,7.209,-0.79905
13.91,-64.645,170.89,-43.827,2.1532,0.70112,5.338,55,491.1,586.37,10.36,-0.57008
93,-34.376,107.68,-21.988,4.0711,0.51638,4.862,61.16,528.3,595.31,7.39,-0.36243
417.3,-22.249,59.282,-17.442,12.325,0.46691,4.776,61.28,526.17,613.49,4.499,0.051445
551.9,-13.75,108.66,-25.326,17.532,0.46573,5.191,61.6,544.43,618.09,7.744,0.15462
594.6,-29.888,59.906,-17.689,17.121,0.4619,4.451,63.7,534.66,615.33,4.939,0.09273
229.5,-21.485,74.803,-20.395,7.4029,0.49792,5.436,57.31,515.22,608.9,4.903,-0.051848
296,-13.273,100.83,-30.325,9.9645,0.48673,6.022,53.39,499.86,612.57,6.06,0.030796
233.6,0,121.93,-37.954,8.9588,0.50665,5.333,56.35,502.98,607.99,8.14,-0.072521
194.8,3.0556,96.653,-14.25,7.906,0.52534,6.031,59.5,557.41,612.57,5.819,0.030796
519.8,-40.201,68.614,-11.448,15.142,0.46079,6.067,60.38,567.06,626.45,4.342,0.34005
214.7,9.0714,39.08,5.0658,7.5579,0.50484,4.299,76.92,638.79,602.53,3.147,-0.19666
175,-3.0556,43.304,6.1498,6.2456,0.49785,3.732,78.24,624.38,586.37,3.644,-0.57008
7.61,9.3578,41.279,8.7664,1.8904,0.74308,3.663,80.8,641.69,585.49,3.513,-0.59087
67.67,-3.1511,66.593,49.43,5.093,0.50316,3.586,98.5,778.02,589.94,5.919,-0.48697
7.83,4.9654,51.329,9.6496,2.0811,0.6692,3.821,79.18,635.86,583.71,4.168,-0.63247
0,6.5887,106.56,10.86,3.4981,0.082033,4.139,76.16,625.42,597.11,8.64,-0.32096
0,0.76391,108.26,8.6863,3.3206,NaN,3.855,76.08,612.42,590.83,9.06,-0.4662
0,-44.02,95.608,7.2531,1.6599,0.041477,3.17,77.93,597.73,579.3,8.86,-0.73654
0,-27.31,82.583,-16.438,1.0955,NaN,3.068,68.68,523,572.28,7.512,-0.90331
0,-25.304,73.683,-17.9,0.85978,NaN,3.671,63.9,507.76,575.78,5.927,-0.81989
0,-47.649,97.367,-25.988,0.66942,NaN,3.302,64.26,497.5,568.8,8.21,-0.98681
0,-10.79,135.31,-29.348,2.6847,NaN,4.113,62.68,513.79,579.3,10.09,-0.73654
0,-9.9308,86.336,-21.569,1.5469,0.89971,3.487,65.63,514.79,580.18,7.429,-0.71572
1.102,-41.346,159.53,-42.777,2.1582,0.20029,3.15,65.72,503.37,571.41,14.16,-0.92418
9.57,-28.933,93.169,-29.085,1.2616,0.62849,3.685,61.7,490.76,577.54,7.549,-0.77821
205.2,-62.354,104.8,-43.212,5.767,0.44854,4.145,54.91,451.11,577.54,7.698,-0.77821
45.02,-28.933,54.011,-14.118,1.5792,0.5236,3.29,66.09,511.24,577.54,4.796,-0.77821
64.4,-8.3075,80.338,-23.182,3.1947,0.54455,3.73,63.16,503.97,582.83,6.621,-0.65328
102.1,0.85939,21.003,-1.3363,3.4592,0.53272,3.311,72.33,560.34,576.66,1.844,-0.79905
279.4,-20.434,64.547,-13.102,8.7566,0.45525,3.708,67.24,535.69,589.04,5.531,-0.50774
176.7,-8.4984,61.957,-17.139,6.0092,0.51389,4.205,62.6,516.45,595.31,4.895,-0.36243
628.7,-7.1616,83.793,-21.451,19.292,0.46357,2.581,73.37,539.75,589.04,9.8,-0.50774
502.3,-30.652,41.056,-12.891,14.1,0.46278,4.09,66.61,545.12,620.87,3.833,0.21647
554.4,-32.848,44.355,33.384,16.906,0.4715,3.608,98.7,780.81,603.44,4.239,-0.17596
229.9,-0.85939,71.337,-11.532,8.1482,0.50602,3.792,70.87,567.96,607.08,6.64,-0.093199
137.8,0,115.53,-27.57,6.3686,0.50803,3.95,66,534.84,598.01,9.83,-0.30023
92,-12.795,77.184,-28.167,3.6171,0.51012,2.962,66.95,506.01,586.37,7.894,-0.57008
34.35,-4.0105,50.041,-8.5797,2.0255,0.58161,2.892,70.7,531.71,572.28,4.763,-0.90331
0,1.5278,21.882,-1.5395,0.61694,NaN,2.361,76.38,553.17,567.93,2.349,-1.0077
0,3.3421,30.958,1.8375,1.0194,NaN,2.148,80.7,575.65,563.6,3.434,-1.1122
0,1.2413,47.727,-1.2295,1.3467,NaN,2.293,78.19,563.54,568.8,5.268,-0.98681
0,-9.6443,26.61,-3.0109,0.39365,NaN,2.088,76.32,542.08,564.46,3.03,-1.0913
0,-8.3075,59.506,-5.0274,1.3025,NaN,2.561,74.76,549.19,567.93,6.043,-1.0077
0,1.3368,70.919,-12.239,1.6931,NaN,2.846,71.87,538.75,577.54,7.107,-0.77821
0,-6.5887,104.66,-18.19,2.2534,NaN,3.269,69.84,539.44,581.94,9.64,-0.67409
0,-2.3872,55.188,31.418,2.3758,NaN,0.657,97.9,627.5,573.15,13.02,-0.88245
0,-1.2413,49.371,29.67,2.1947,NaN,1.011,97.9,643.72,573.15,9.47,-0.88245
0,-1.9098,29.156,16.555,1.2356,NaN,0.394,98,616.32,561.01,6.742,-1.175
2.098,-1.8143,23.456,13.295,1.0447,0.78851,0.418,97.9,616.76,558.44,5.134,-1.2378
32.52,-1.8143,42.889,25.405,2.7928,0.56018,0.84,97.8,635.19,561.01,7.714,-1.175
68.1,-1.5278,74.688,46.955,5.3095,0.56569,0.856,98.6,641.13,574.9,15.97,-0.84074
39.31,-0.38195,48.639,30.382,3.3273,0.635,0.703,98.6,634.09,562.74,9.59,-1.1331
132.5,-1.1459,70.56,45.54,6.9806,0.58529,1.256,98.5,659.17,576.66,12.43,-0.79905
57.6,-1.2413,41.339,24.574,3.4492,0.67291,0.476,98.5,623.15,570.54,10.52,-0.94505
102.5,-0.47744,62.28,39.781,5.7571,0.65053,0.704,99,636.71,581.06,16.1,-0.6949
84.1,-0.95488,59.848,37.367,5.0879,0.68023,0.919,98.6,644.04,583.71,13.95,-0.63247
171.9,-0.095488,51.092,31.541,7.1776,0.6666,0.765,98.6,636.93,577.54,11.96,-0.77821
92.6,-0.38195,51.327,31.561,4.9397,0.69051,0.816,98.5,638.63,575.78,11.31,-0.81989
41,-1.0504,89.909,58.941,5.326,0.68986,1.576,98.5,674.48,590.83,15.87,-0.4662
43.1,1.9098,55.619,35.593,3.8428,0.66328,1.072,98.6,651.17,567.93,9.63,-1.0077
60.5,0.57293,93.451,63.789,6.1585,0.60892,2.147,98.5,702.57,576.66,11.41,-0.79905
14.15,-1.0504,86.628,56.634,4.4109,0.62724,1.49,98.5,670.33,575.78,13.49,-0.81989
8.46,-23.777,60.752,39.8,2.4045,0.63769,1.42,98.6,667.66,570.54,9.23,-0.94505
0.963,-9.3578,50.914,31.712,2.094,0.71842,1.03,98.3,647.23,563.6,8.54,-1.1122
0.286,-7.6391,87.088,57.67,3.8762,NaN,1.708,98.5,680.88,584.6,13.49,-0.61167
0,-1.9098,65.206,40.647,2.9322,0.55345,1.297,98.1,658.43,574.9,10.96,-0.84074
0,-0.76391,80.625,49.817,3.6582,0.28961,1.235,98.1,655.51,577.54,14.39,-0.77821
0,0.19098,54.243,32.137,2.4422,0.015394,0.939,97.9,640.39,568.8,10.11,-0.98681
0,-0.66842,65.074,41.295,2.9818,NaN,1.638,97.9,673.35,569.67,8.97,-0.96593
0,-1.5278,56.701,33.075,2.4895,0.28662,1.063,97.7,644.81,576.66,10.93,-0.79905
0,-0.76391,22.866,11.835,0.95737,NaN,0.159,97.6,603.45,556.73,5.705,-1.2797
0,0.38195,43.552,25.72,1.9649,NaN,0.757,98,632.69,561.88,8.18,-1.154
3.84,0.47744,29.401,17.603,1.4478,0.729,0.737,98.2,633.07,562.74,5.637,-1.1331
18.81,-2.4827,34.057,20.472,1.9988,0.56887,0.931,98,640.68,562.74,5.916,-1.1331
37.15,-21.58,80.326,54.06,4.2302,0.59265,1.965,98.5,693.51,576.66,10.42,-0.79905
56.16,-11.459,76.235,24.843,4.1124,0.55987,3.144,86.1,659.19,580.18,7.082,-0.71572
138.7,3.0556,21.605,2.1019,4.6676,0.51622,2.894,79.47,597.75,574.9,2.072,-0.84074
144.6,6.3022,8.4094,-0.29595,4.4858,0.53475,2.89,76.59,575.93,583.71,0.856,-0.63247
149.4,3.6286,66.556,-8.7791,5.9467,0.54465,3.319,73,565.85,596.21,6.512,-0.3417
231.2,6.4932,69.86,-7.7335,8.4578,0.52681,4.283,68.75,570.3,601.63,5.56,-0.21736
201.7,5.8248,72.668,52.9,9.3964,0.52885,3.319,98.5,763.51,601.63,7.36,-0.21736
504.4,2.7692,84.974,-7.1944,16.501,0.48373,4.806,68,585.09,610.73,6.319,-0.010517
383.4,5.2518,74.128,-3.9771,12.943,0.50606,4.859,68.02,587.43,604.35,5.295,-0.15526
266.2,5.3473,76.152,9.0904,10.065,0.49896,4.224,76.32,630.48,596.21,5.974,-0.3417
143.3,4.297,173.98,2.0888,9.1305,0.51588,4.904,70.2,608.16,604.35,12.33,-0.15526
104.7,-1.2413,86.649,-3.6372,5.2603,0.48902,5.203,66.29,586.37,600.72,5.71,-0.23807
38.89,1.2413,97.463,-5.067,3.7386,0.51186,5.647,63.85,582.48,601.63,5.959,-0.21736
2.672,1.2413,22.882,-0.96956,0.72853,0.16448,5.804,63.5,585.62,601.63,1.364,-0.21736
0.235,6.4932,18.745,0.64043,0.73666,NaN,5.662,66.51,607.37,594.41,1.113,-0.38318
0,5.2518,69.938,11.804,2.4541,NaN,4.748,74.92,642.03,585.49,4.702,-0.59087
0,2.3872,133.37,7.1223,4.0304,NaN,4.659,71.39,607.99,590.83,9.35,-0.4662
0,1.3368,68.632,6.2942,2.1513,NaN,3.05,79.33,603.33,581.94,6.629,-0.67409
0,-9.1669,84.68,12.682,2.488,NaN,3.65,78.71,624.52,584.6,7.155,-0.61167
0,2.1007,36.102,9.3651,1.3419,NaN,3.978,80.9,656.88,581.06,2.782,-0.6949
0,-4.297,41.766,8.903,1.3081,NaN,6.073,72.75,683.52,598.91,2.37,-0.27951
0,10.695,28.542,5.0982,1.2507,NaN,6.159,70.97,670.77,598.91,1.598,-0.27951
6.474,13.941,27.888,6.2205,1.5381,0.49775,5.293,76.01,676.57,598.91,1.804,-0.27951
21.87,12.891,0.51401,0.14059,0.99906,0.46186,3.485,83.4,654.08,583.71,0.045,-0.63247
34.68,11.459,7.1447,2.1092,1.5626,0.49217,3.148,85,650.95,579.3,0.663,-0.73654
54.78,13.273,25.565,15.66,3.0827,0.54615,3.336,94.7,734.93,574.9,2.204,-0.84074
129.2,13.177,17.967,7.8306,4.7442,0.52042,2.446,91.4,665.96,579.3,2.035,-0.73654
198,14.514,33.745,14.641,7.3599,0.50856,4.815,85.9,739.57,605.26,2.455,-0.13457
229.2,10.504,27.888,12.075,7.8893,0.49814,4.104,88.2,722.52,611.65,2.453,0.010142
238.1,10.313,27.433,11.982,8.1195,0.49427,4.023,88,716.79,599.82,2.307,-0.25879
214.3,13.368,52.308,19.714,8.4542,0.51897,4.688,84.1,717.68,602.53,3.856,-0.19666
161.1,11.363,40.675,16.053,6.4654,0.53667,4.634,84.9,721.78,602.53,3.032,-0.19666
409.1,-9.1669,43.196,15.082,12.926,0.48843,5.559,81.2,736.25,618.09,2.875,0.15462
162.7,-32.752,26.771,8.0303,4.6475,0.52703,6.072,77.28,726.03,612.57,1.594,0.030796
160.6,-28.074,40.249,12.861,5.2368,0.51699,4.766,82.2,705.3,608.9,3.005,-0.051848
61.64,-12.795,73.733,33.06,4.3905,0.52143,4.848,85.9,741.28,594.41,5.07,-0.38318
36.21,-15.183,117.47,57.987,5.5428,0.506,5.361,86.7,775.38,606.17,7.718,-0.11388
2.55,10.79,108.18,49.643,4.8284,0.41095,6.033,83.6,783.29,607.08,6.345,-0.093199
0,14.132,49.324,22.458,2.4236,NaN,4.657,86.4,735.72,586.37,3.387,-0.57008
0,-14.132,19.2,8.5073,0.38294,NaN,4.641,85.9,730.64,584.6,1.312,-0.61167
0,9.1669,34.608,13.258,1.6089,NaN,4.982,83.2,724.72,597.11,2.34,-0.32096
0,6.5887,147.37,48.742,5.7181,NaN,5.311,80.5,717.44,603.44,9.63,-0.17596
0,3.6286,82.858,53.907,3.9605,NaN,4.087,95,777.29,594.41,6.639,-0.38318
0,4.2015,47.308,8.0683,1.6807,NaN,3.617,80,633.28,589.04,4.108,-0.50774
0,2.7692,81.742,6.7724,2.5751,NaN,4.101,74.38,609.18,584.6,6.206,-0.61167
0,4.106,45.592,7.3143,1.6083,NaN,3.843,78.11,628.23,582.83,3.628,-0.65328
30.86,-4.0105,87.388,20.267,3.7943,0.49484,3.556,81.3,640.81,577.54,7.214,-0.77821
41.16,5.2518,57.191,18.437,3.4427,0.50647,3.095,86.3,658.43,581.94,5.429,-0.67409
234.6,-18.907,53.029,7.7386,7.7989,0.47832,3.892,77.82,628.06,587.26,4.272,-0.5493
537.9,-10.313,111.74,-3.8586,17.926,0.46048,4.912,68.34,592.38,603.44,7.858,-0.17596
576.7,-10.313,18.527,-1.3342,16.463,0.46304,5.016,68.27,596.08,618.09,1.365,0.15462
294.6,-5.2518,44.083,-2.2946,9.3412,0.48198,4.537,71.97,607.72,621.8,3.672,0.23708
126.5,6.7797,93.738,-0.93341,6.3778,0.55893,4.74,70.42,603.13,606.17,6.917,-0.11388
113.7,8.8804,61.792,-3.9422,5.0899,0.57527,4.818,67.52,581.45,601.63,4.4,-0.21736
418.3,0.85939,0.68126,-0.030345,11.843,0.47914,5.378,67.51,604.48,619.02,0.047,0.17524
162.1,4.5834,117.34,89.124,10.526,0.52672,3.755,99,791.34,595.31,10.24,-0.36243
245.8,-4.7744,53.082,39.302,9.4054,0.49755,3.181,99,759.93,595.31,5.377,-0.36243
152.7,5.4428,33.719,-2.4527,5.3432,0.51385,4.003,69.89,568.48,589.04,2.686,-0.50774
119,-7.2571,71.67,-9.7686,4.8985,0.51329,3.728,68.9,549.69,586.37,5.998,-0.57008
72.8,-24.636,136.91,-24.712,4.5238,0.55145,4.088,64.96,531.54,584.6,10.49,-0.61167
59.61,-9.4533,107.17,-15.679,3.9959,0.47802,3.525,68.84,541.42,580.18,9.11,-0.71572
0,-45.834,55.333,-2.5781,0.19521,NaN,3.445,71.44,558.7,571.41,4.57,-0.92418
0,-24.063,48.029,-1.2989,0.63942,NaN,3.406,73.03,569.57,576.66,4.126,-0.79905
0,-10.504,0.44106,-0.00036137,-0.28387,NaN,2.533,77.44,567.75,567.93,0.045,-1.0077
0,3.2466,35.871,5.1328,1.2483,NaN,1.787,84.6,588.11,561.88,4.406,-1.154
0,-29.028,74.465,46.696,2.599,NaN,1.39,97.9,661.49,562.74,10.65,-1.1331
0,-4.0105,26.343,-2.9168,0.54772,NaN,0.721,84,540.9,555.02,4.654,-1.3216
0,-1.4323,19.127,10.234,0.78785,NaN,-0.026,97.9,597.24,549.07,4.785,-1.4684
0,-4.3925,29.86,16.385,1.1806,NaN,0.161,97.9,605.39,552.46,6.972,-1.3845
0,-5.9203,35.717,17.874,1.3448,NaN,-0.105,97.8,593.21,555.87,10.78,-1.3006
0,-14.992,20.187,4.6015,0.27638,NaN,-0.381,94.5,561.81,544.84,6.109,-1.5735
0,-31.225,54.232,-46.346,-0.65837,NaN,0.522,72.88,462.6,557.58,10.99,-1.2587
0,-4.6789,25.84,-7.4416,0.38702,NaN,0.198,87.9,545.01,567.06,7.602,-1.0286
6.7,-42.206,46.78,28.813,1.1308,0.98916,0.811,98.5,638.4,574.9,10.22,-0.84074
14.9,-10.217,20.995,-9.1801,0.4654,0.9641,0.026,87.2,533.97,564.46,6.781,-1.0913
0,-5.1564,25.599,13.911,0.9691,NaN,0.102,98.4,605.89,569.67,8.65,-0.96593
0,-1.6233,31.142,17.168,1.317,NaN,-0.36,98.6,587.08,548.22,9.95,-1.4894
0,-2.3872,12.536,5.8981,0.45267,NaN,-0.543,98.6,579.31,560.16,6.936,-1.1959
0,-3.724,17.925,7.9991,0.62626,NaN,-0.612,98.6,576.4,560.16,11.09,-1.1959
0,0.095488,21.846,12.925,0.98356,NaN,0.415,98.5,620.41,567.93,5.547,-1.0077
0,-12.509,59.041,37.505,2.3707,NaN,1.195,98.5,656.29,585.49,11.93,-0.59087
0,-1.7188,14.075,8.3164,0.58317,NaN,0.176,98.6,610.38,555.87,3.436,-1.3006
0,-46.598,26.89,15.849,-0.10888,NaN,0.169,98.6,610.07,556.73,6.691,-1.2797
0,-14.801,35.547,22.577,1.2221,NaN,0.814,98.7,639.84,557.58,6.182,-1.2587
0,-8.212,36.717,22.172,1.4296,NaN,0.17,98.8,611.36,555.87,9,-1.3006
0,-6.3022,35.746,21.519,1.4376,NaN,0.62,98.3,628.39,559.3,7.015,-1.2168
0,-5.7293,7.6269,4.3591,0.1765,NaN,-0.128,98.5,596.46,544.84,1.902,-1.5735
0,-4.6789,31.804,-1.0738,0.73489,NaN,0.562,86,547.46,551.61,5.827,-1.4055
0,-16.997,38.373,3.7222,0.70801,NaN,0.449,88.8,560.69,549.07,7.214,-1.4684
0,-48.603,47.487,-7.9139,-0.25474,NaN,0.902,77.95,508.54,536.47,6.38,-1.7839
0,-64.168,81.133,-10.432,0.1843,NaN,1.786,73.06,507.85,536.47,8.21,-1.7839
0,-57.293,105.61,-26.229,0.62319,NaN,2.134,70.55,502.75,555.87,11.12,-1.3006
0,-33.421,74.994,-16.84,0.6977,0.31431,1.382,77.1,520.65,557.58,10.27,-1.2587
0,-0.85939,40.911,22.686,1.7698,NaN,0.529,97.5,619.19,556.73,8.18,-1.2797
0,-2.7692,77.408,1.2624,2.1412,NaN,2.232,79.6,571.22,567.93,8.65,-1.0077
0,-0.28646,49.69,-6.5196,1.2097,NaN,1.943,77.66,545.92,569.67,6.184,-0.96593
0,1.6233,18.191,2.0976,0.61812,NaN,1.78,84.2,585.04,564.46,2.296,-1.0913
0,3.724,24.207,1.6638,0.83486,NaN,1.171,86.9,578,568.8,4.07,-0.98681
0,3.724,13.643,0.16624,0.4946,NaN,1.559,84.2,575.86,574.03,2.047,-0.86159
0,2.7692,13.039,1.9186,0.50006,NaN,1.268,88.4,592.09,572.28,2.181,-0.90331
0,4.0105,7.8398,-1.1321,0.30236,NaN,1.004,86.1,565.85,581.06,1.676,-0.6949
0,1.2413,22.805,-8.0029,0.45257,NaN,1.397,80.4,543.52,586.37,4.206,-0.57008
0,-0.19098,5.9934,1.3892,0.20287,NaN,0.148,93.8,579.49,560.16,1.618,-1.1959
0,-4.5834,81.734,54.334,3.7091,NaN,1.672,98.5,679.13,589.94,13.72,-0.48697
0,-0.95488,22.63,13.302,0.98667,NaN,0.058,98.6,605.18,551.61,5.592,-1.4055
0,-0.19098,26.314,15.744,1.1811,NaN,0.331,98.6,617.27,561.88,6.401,-1.154
0,-8.8804,57.994,35.01,2.3731,NaN,0.567,98.5,627.26,567.93,13.29,-1.0077
0,-2.3872,20.044,-2.3653,0.43136,NaN,-0.192,90.2,543.67,552.46,6.059,-1.3845
0,-33.994,29.277,17.882,0.3714,NaN,0.406,98.6,620.63,548.22,5.562,-1.4894
0,-1.5278,16.567,8.8378,0.67357,NaN,-0.611,98.6,576.44,541.48,5.694,-1.6576
0,-5.5383,21.325,11.873,0.78026,NaN,-0.146,98.6,596.29,556.73,6.759,-1.2797
0,-5.7293,16.713,9.7119,0.58382,NaN,-0.248,98.9,593.68,550.76,5.096,-1.4264
