SW IN,SW OUT,NETSW,Si0,Li0,Lo0,NetLW,H0,E0,B0,energy0,energy_rest0,sublim0,depo0,evapo0,condens0,alphaMod0,SubM0,melt[cm ice eq.day]
255.4,76.619,178.78,35.756,284.66,-315.64,-30.979,74.954,21.252,1.1938,209.44,0,0,-2.6996e-05,0,0,0.3,0.0027955,6.8833
345.25,103.57,241.67,48.334,250.74,-314.87,-64.132,79.51,11.776,1.066,221.56,-2.1591e-05,9.778e-07,-1.5937e-05,0,0,0.3,0.00052093,7.5835
168.93,50.678,118.25,23.65,327.96,-315.53,12.432,67.858,9.1978,-0.22517,183.86,2.3164e-05,1.8986e-06,-1.3582e-05,0,0,0.3,0.00025485,5.8602
292.64,87.792,204.85,40.573,267.47,-315.33,-47.856,78.635,-11.852,0.11846,183.32,7.5881e-05,1.9225e-05,-4.1695e-06,0,0,0.3,0.00043725,6.3127
246.39,73.918,172.47,34.495,280.42,-315.02,-34.601,64.396,-27.429,0.62424,140.97,-5.1703e-05,3.6721e-05,-1.8783e-06,0,0,0.3,0.000371,4.9322
112.28,33.684,78.595,15.719,316.53,-315.64,0.88932,37.481,16.085,-0.3553,116.98,0,5.0167e-06,-2.545e-05,0,0,0.3,0.00016937,3.7533
207.8,62.34,145.46,28.923,294.78,-315.16,-20.377,48.414,10.203,0.40168,155.18,0.00011311,3.048e-06,-1.6009e-05,0,0,0.30001,0.00031105,5.1821
180.16,54.047,126.11,25.222,313.73,-315.64,-1.9063,35.905,11.7,-0.29822,146.29,0,1.7487e-07,-1.5037e-05,0,0,0.3,0.00027179,4.8467
260.98,78.293,182.68,36.358,277.32,-314.7,-37.38,58.054,7.4821,0.808,175.29,5.4759e-05,6.8554e-06,-1.636e-05,0,0,0.3,0.00039151,5.9477
146.83,44.05,102.78,20.537,307.81,-315.27,-7.4626,7.7916,-5.7353,0.045193,76.886,3.7271e-06,1.242e-05,-5.1349e-06,0,0,0.3,0.00022108,2.747
140.03,42.009,98.021,19.604,313.51,-315.17,-1.6621,19.996,-10.273,0.19423,86.673,0.00021497,1.6874e-05,-3.8245e-06,0,0,0.3,0.0002111,2.9926
269.84,80.953,188.89,36.928,262.8,-312.25,-49.452,34.561,6.5163,3.3257,146.91,-4.671e-05,5.7683e-06,-1.4046e-05,0,0,0.30004,0.00039448,5.0922
201.97,60.592,141.38,28.276,292.31,-315.53,-23.215,37.921,-13.353,-1.1212,113.34,0.00011063,2.19e-05,-4.9375e-06,0,0,0.3,0.00030462,4.0265
312.51,93.753,218.76,43.431,252.61,-312.38,-59.774,57.917,-8.9873,2.8691,167.35,8.9163e-05,1.7422e-05,-6.0051e-06,0,0,0.30001,0.00046799,5.8651
242.78,72.833,169.94,33.989,298.67,-315.35,-16.681,169.55,154.37,-1.1746,442.02,1.7005e-05,0,-0.0001961,0,0,0.3,0.00036618,13.461
384.74,115.42,269.32,52.894,231.36,-311.98,-80.615,49.093,-2.7444,2.9181,185.08,0.00018475,9.0528e-06,-5.5666e-06,0,0,0.30003,0.00056908,6.6307
265.74,79.721,186.02,36.99,279.31,-314.72,-35.409,42.048,7.6337,-0.53979,162.76,2.6713e-05,1.0431e-07,-9.8014e-06,0,0,0.3,0.00039785,5.6501
381.94,114.59,267.35,52.563,234.32,-308.55,-74.236,35.015,1.681,6.6357,183.88,0.00014737,3.9522e-06,-6.0876e-06,0,0,0.30008,0.0005598,6.4829
361.28,108.38,252.89,49.689,244.61,-309.24,-64.631,76.444,-4.4233,3.506,214.1,-5.3967e-05,1.6013e-05,-1.0394e-05,0,0,0.30002,0.00053478,7.3425
337.89,101.37,236.52,47.304,251.65,-315.02,-63.371,74.296,21.194,-2.609,218.73,-1.7187e-05,0,-2.6923e-05,0,0,0.3,0.00050962,7.5782
380.73,114.22,266.51,52.458,247.42,-312.75,-65.332,62.96,-5.7454,0.60923,206.55,6.8764e-05,1.026e-05,-2.9621e-06,0,0,0.30007,0.00056461,7.2892
