SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH,Ts
296.76,77.692,222.88,231.3,300,-68.704,31.6,-29.453,4.4099,0.32091,0.28391,0.2618,2.893,2.3104,62039,38.93,-3.5244
