NET SW,NET LW,EH,EE,melt [cm ice eq. day],daily albedo,TEMP,RH,Pressure Air,Pressure surface,Wind Speed,Ts
142.54,-24.003,68.811,-1.8864,5.2317,0.46798,5.9787,64.747,600.47,611.54,4.0205,-0.0017941
110.02,14.447,87.165,14.654,6.3834,0.46042,7.3395,69.102,707.45,629.84,4.4485,0.41048
121.78,-12.855,94.94,6.6003,5.9372,0.45849,6.4534,64.359,618.34,618.24,5.4514,0.155
65.134,2.984,79.409,0.68233,4.1809,0.48098,5.399,67.534,604.82,603.44,5.1169,-0.17906
143.36,-31.034,90.067,11.03,6.0205,0.45922,6.5574,68.063,660.34,614.88,4.8698,0.079237
204.51,-55.813,103.73,6.538,7.3053,0.43837,6.8034,64.827,636.49,611.68,5.4503,0.0079163
119.89,-25.414,103.14,-8.3666,5.3385,0.46937,8.7711,52.462,586.27,632.37,4.4745,0.46053
111.44,-8.3791,120.65,3.1669,6.4003,0.46298,7.0888,64.491,648.32,625.82,6.738,0.31494
143.47,-38.331,71.12,-16.796,4.4985,0.47114,3.754,66.06,527.7,585.84,5.6863,-0.59045
74.947,3.9946,80.811,-1.9433,4.4517,0.4797,5.2185,66.712,591.62,600.59,5.2881,-0.24369
118.43,-12.008,46.492,-2.1568,4.2528,0.47615,3.0984,75.734,579.07,579.31,4.5813,-0.73765
91.876,-10.707,80.489,0.72827,4.5809,0.48487,3.5313,72.227,568.86,586.92,6.8369,-0.57059
113.56,-1.5338,126.69,29.998,7.5804,0.44728,4.1102,80.029,653.56,598.17,10.575,-0.29943
68.262,0.25066,82.353,29.022,5.0746,0.49435,2.7415,87.733,653.02,582.51,8.6499,-0.66221
100.35,-11.725,72.748,6.9043,4.7469,0.46059,3.4142,77.377,602.56,585.14,6.7295,-0.60278
170.23,-34.825,81.557,8.1026,6.349,0.43837,4.7191,72.354,618.2,599.33,5.8731,-0.27524
137.54,3.0596,104.12,19.594,7.4563,0.41677,7.3442,69.864,715.36,630.28,5.3801,0.42295
108.74,-10.524,128.7,3.0232,6.4865,0.43599,6.951,63.511,632.55,622.02,6.8487,0.24018
56.435,-12.493,69.056,-6.451,3.0057,0.50088,2.9135,74.09,551.82,577.2,6.8785,-0.79016
70.917,-8.586,73.876,-3.576,3.7415,0.50055,2.6001,77.463,568.59,576.42,7.4501,-0.80625
55.851,2.614,60.794,-1.4193,3.3242,0.50082,3.3673,74.983,583.98,583.85,5.6212,-0.63417
97.632,-7.9414,85.956,15.425,5.3901,0.44472,5.5616,73.571,667.45,606.41,5.3768,-0.10983
49.394,-0.23076,77.863,21.969,4.2031,0.49007,5.1258,79.318,697.77,600.75,5.1057,-0.23924
145.27,-52.176,56.077,4.8227,4.3442,0.44069,4.4131,72.201,603.4,585.78,4.1985,-0.59018
88.44,-11.24,106.37,3.9499,5.2898,0.45077,5.273,68.431,609.29,601.67,6.6481,-0.22382
80.442,1.2573,139.19,52.608,7.7151,0.45968,5.567,81.76,741.15,619.27,9.373,0.17927
122.3,-25.738,82.233,8.1461,5.2735,0.46149,3.6986,75.392,600.47,588,6.8265,-0.53403
65.597,-15.043,102.49,15.616,4.7577,0.46577,5.1507,69.628,614.43,601.48,6.472,-0.2302
168,-36.182,121.4,21.029,7.7365,0.40274,6.3282,70.696,678.22,613.29,6.7924,0.046117
99.499,4.9893,94.528,35.384,6.6123,0.41649,8.2015,72.686,793.41,641.04,4.4564,0.6523
155.04,-33.986,161.71,18.364,8.4947,0.39914,8.3466,61.014,672.36,639.25,7.428,0.61593
82.888,-1.7586,86.419,12.622,5.0825,0.43856,5.5816,75.506,685.9,611.45,5.5273,-0.00033958
49.807,-9.4056,65.446,-3.9781,2.8737,0.53711,2.7507,75.714,563.04,575.87,6.5867,-0.81926
93.717,5.5065,130.3,71.864,8.502,0.44025,5.7497,87.183,794.75,627.15,9.0425,0.3503
62.562,6.7916,128.68,31.559,6.4768,0.44869,7.6576,71.902,743.35,635.13,6.4357,0.52605
62.045,-1.0066,107.89,11.357,5.0858,0.4787,4.3314,75.633,628.57,597.84,8.0822,-0.30876
89.968,-12.091,78.526,-0.39389,4.401,0.42948,5.4575,67.088,602.8,601.97,4.9495,-0.2117
50.497,-11.574,65.925,2.4743,3.0275,0.46462,4.195,74.282,610.17,588.76,5.0079,-0.51679
35.797,-2.4429,100.34,24.139,4.4524,0.4802,3.3948,83.298,647.57,590.65,9.3034,-0.47158
19.589,3.4256,94.095,14.112,3.7017,0.55069,5.1241,73.264,645.54,603.47,5.7749,-0.18958
69.379,2.5344,136.5,34.303,6.8469,0.44739,5.5039,76.905,694.19,617.66,9.3522,0.14313
80.831,-7.3327,108.65,6.3782,5.3184,0.43249,6.3754,66.737,639.06,614.09,6.068,0.063196
82.75,-10.894,93.163,-4.1436,4.5383,0.43771,5.5546,66.904,596.75,606.31,5.8863,-0.12389
0,-11.948,38.07,-7.9158,0.51358,NaN,0.88454,82.867,534.73,561.57,6.6282,-1.1683
32.306,-4.1696,102.94,21.683,4.3093,0.52265,4.645,78.018,661.96,600.49,7.9038,-0.24532
86.992,-2.3037,99.588,25.327,5.9128,0.42942,7.2665,73.159,742.7,627.37,5.0722,0.35448
66.963,-18.457,60.818,-1.7318,3.0352,0.52685,2.897,76.008,573.1,577.21,6.1061,-0.79229
10.809,1.7745,85.332,20.914,3.3521,0.66631,3.7139,80.94,645.75,592.41,7.7732,-0.43515
16.625,-4.9773,87.445,-0.165,2.7907,0.72615,3.49,74.665,587.38,586.07,7.3943,-0.58949
0.5125,-16.145,24.179,-6.216,0.065735,NaN,0.84146,80.618,519.54,557.01,4.0737,-1.2894
4.3778,-11.16,45.608,-14.89,0.67523,0.97627,1.2985,74.326,499.63,553.63,6.3618,-1.3725
64.26,-19.854,77.33,5.2504,3.5823,0.53886,4.2263,73.636,607.99,589.14,5.7613,-0.50922
85.674,-15.947,85.811,20.191,4.9573,0.45726,5.4733,76.886,692.83,604.3,5.2815,-0.16025
101.76,-39.576,40.265,12.455,3.2415,0.49232,4.4248,82.595,690.82,589.59,2.8598,-0.49889
99.732,-31.089,50.433,0.97098,3.3865,0.48024,6.5112,63.818,615.25,608.77,2.7401,-0.062616
66.923,4.8102,39.846,11.024,3.4586,0.46222,4.6743,80.293,682.52,593.68,2.7833,-0.40264
45.821,1.2175,27.63,14.826,2.5246,0.46964,4.0933,91.15,746.56,588.82,2.1019,-0.51499
26.341,8.6854,140.21,15.492,5.3805,0.51438,8.7955,63.28,710.67,645.27,6.0955,0.74372
21.065,-2.984,44.606,8.8777,2.0188,0.53209,6.2612,73.112,692.67,609.83,2.5331,-0.033314
51.073,-1.5039,76.217,11.896,3.884,0.46721,5.0928,75.093,659.71,602.69,5.2493,-0.19529
33.154,-12.569,81.638,-3.0425,2.7979,0.46872,4.0808,70.782,577.97,587.06,6.485,-0.55982
33.504,-1.1498,64.593,-5.8832,2.5689,0.55532,2.6983,75.442,560.04,575.74,6.6907,-0.82491
