NET SW,NET LW,EH,EE,EG,SW IN,SW OUT,albedo,densidad,LW IN,LW OUT,melt[cm ice eq. day],melt cosima,MB,initial snow height (sh)
208.96,-69.09,31.708,-21.743,3.5703,296.76,89.027,0.30002,917,223.68,-292.77,4.2267,0.0011946,-3.5653,0
