SW IN,SW OUT,NETSW,Si0,Li0,Lo0,NetLW,H0,E0,B0,energy0,energy_rest0,sublim0,depo0,evapo0,condens0,alphaMod0,SubM0,melt[cm ice eq.day]
0,0,0,0,285.33,-315.64,-30.31,31.427,12.653,28.642,42.412,0,0,-1.6073e-05,0,0,0.3,0.057842,0.38845
0,0,0,0,281.84,-315.64,-33.801,62.649,48.317,0.00037949,77.164,0,0,-6.1376e-05,0,0,0.3,0,2.1768
1.009,0.3027,0.7063,0.14126,283.17,-315.64,-32.467,34.931,26.898,0.00037245,29.927,0,0,-3.4168e-05,0,0,0.3,1.4389e-06,0.84821
0,0,0,0,286.51,-315.64,-29.131,43.485,30.012,0.00037465,44.366,0,0,-3.8124e-05,0,0,0.3,0,1.2515
0,0,0,0,285.39,-315.64,-30.251,37.706,21.811,0.00036776,29.266,0,0,-2.7706e-05,0,0,0.3,0,0.82556
1.919,0.5757,1.3433,0.26866,288.86,-315.64,-26.774,53.68,19.612,0.00036109,47.593,0,0,-2.4913e-05,0,0,0.3,2.8121e-06,1.3502
12.4,3.72,8.68,1.736,286.45,-315.64,-29.185,86.613,43.372,0.00036515,107.74,0,0,-5.5095e-05,0,0,0.3,1.8629e-05,3.0884
58.15,17.445,40.705,8.141,283.57,-315.64,-32.066,105.84,37.205,0.00038676,143.55,0,0,-4.7261e-05,0,0,0.3,8.7688e-05,4.2791
142.9,42.87,100.03,20.006,286.49,-315.64,-29.143,138.01,40.146,0.00038676,229.04,0,0,-5.0997e-05,0,0,0.3,0.00021561,7.0254
379.8,113.94,265.86,53.172,281.22,-315.64,-34.421,58.094,20.012,0.00038676,256.37,0,0,-2.5421e-05,0,0,0.3,0.00057319,8.7322
216.4,64.92,151.48,30.296,283.98,-315.64,-31.654,85.235,28.412,0.00038676,203.18,0,0,-3.6092e-05,0,0,0.3,0.00032655,6.5862
419.9,125.97,293.93,58.786,282.63,-315.64,-33.005,103.04,31.408,0.00038676,336.59,0,0,-3.9897e-05,0,0,0.3,0.00063371,11.153
