SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH,Ts
211.44,76.091,136.82,261.13,303.27,-42.14,41.271,-8.8334,3.586,0.43364,0.36571,0.35988,1.9997,7.1083,68192,43.37,-2.7543
