SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH,Ts
187.45,96.4,93.73,299.99,314.24,-14.244,80.288,9.8777,4.7858,0.49417,0.49185,0.51427,5.8026,4.7768,94149,73.891,-0.30575
