SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH
280.5,36.073,246.87,266.5,361.58,-95.079,66.305,-48.472,4.785,0.16276,0.12891,0.12861,3.9757,6.9966,67512,40.467
