SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
4.127,-1.4857,2.6413,-46.29,4.8403,-2.3944,-1.1623
0.796,-0.28656,0.50944,-39.192,0.65368,-0.57616,-1.089
3.418,-1.2305,2.1875,-34.354,1.9597,-1.9003,-0.90573
3.449,-1.2416,2.2074,-26.617,22.428,-23.633,-0.72258
1.519,-0.54684,0.97216,-27.4,11.375,-11.721,-0.7553
-0.411,0.14796,-0.26304,-28.182,0,0,-0.80242
-1.303,0.46908,-0.83392,-31.531,11.352,-12.301,-0.93978
-0.69,0.2484,-0.4416,-34.349,5.8826,-6.745,-1.0058
-0.339,0.12204,-0.21696,-1.9036,2.7017,-2.9403,-0.066553
-0.213,0.07668,-0.13632,-2.0336,0.77131,-0.79174,-0.061788
1.101,-0.39636,0.70464,-0.69019,0,0,0.00040766
34.435,-12.397,22.038,-8.3013,0.78257,-0.56772,0.39358
67.77,-24.397,43.373,-14.681,1.4999,-0.68908,0.83225
221.7,-79.812,141.89,-17.712,0,0,3.503
310.8,-111.89,198.91,-17,0,0,5.1317
217.2,-78.192,139.01,-9.9865,0,0,3.6397
214.5,-77.22,137.28,-8.7029,0,0,3.6271
209.5,-75.42,134.08,-11.007,0,0,3.4719
174.6,-62.856,111.74,-12.156,0,0,2.8093
125.7,-45.252,80.448,-22.103,4.6986,-0.10246,1.7756
165.6,-59.616,105.98,-36.766,0,0,1.9526
126.7,-45.612,81.088,-53.231,5.2643e-36,1.6185e-36,0.78584
84.8,-30.528,54.272,-40.698,0.086751,0.022427,0.386
21.36,-7.6896,13.67,-38.905,0.21665,0.052364,-0.70426
2.61,-0.9396,1.6704,-35.779,0,0,-0.96219
1.082,-0.38952,0.69248,-27.598,8.1359,-3.4525,-0.62689
-3.143,1.1315,-2.0115,-31.639,6.2347,-1.9096,-0.82725
-3.193,1.1495,-2.0435,-28.147,15.883,-7.275,-0.60883
-3.455,1.2438,-2.2112,-35.523,3.5294,-1.0683,-0.99503
-1.314,0.47304,-0.84096,-36.098,2.5774,-0.76811,-0.991
