SW IN,SW OUT,SW NET,LW IN,LW OUT,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH,Ts
191.54,82.915,110.01,300.71,314.13,-13.428,86.899,10.477,5.4714,0.45133,0.44833,0.43289,5.6681,5.2603,94314,72.092,-0.32807
