SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
56.13,-14.594,41.536,-42.906,0,0,-0.038639
954,-248.04,705.96,-63.503,0,0,18.124
332.9,-86.554,246.35,-38.792,0,0,5.855
233,-60.58,172.42,-36.699,3.5376,-62.072,2.1774
399.5,-103.87,295.63,-46.872,3.887,-18.682,6.6
319.4,-83.044,236.36,-49.269,1.6066,-18.086,4.8128
151.8,-39.468,112.33,-45.036,0,0,1.8984
101.3,-26.338,74.962,-58.219,0,0,0.47231
65.04,-16.91,48.13,-93.904,-9.0891,-22.461,-2.1813
220.1,-57.226,162.87,-69.775,0,0,2.6263
23.74,-6.1724,17.568,-62.767,-9.8807,-45.609,-2.8404
0.023,-0.00598,0.01702,-72.18,0,0,-2.0357
-0.743,0.19318,-0.54982,-72.444,-19.899,-21.67,-3.2318
0.046,-0.01196,0.03404,-72.518,0,0,-2.0448
-1.927,0.50102,-1.426,-74.967,0,0,-2.155
-1.927,0.50102,-1.426,-63.227,-11.369,-69.622,-4.1085
-3.204,0.83304,-2.371,-65.12,-18.956,-93.941,-5.0887
-3.668,0.95368,-2.7143,-67.72,-21.07,-82.816,-4.9175
-4.04,1.0504,-2.9896,-69.32,-26.158,-94.901,-5.4549
-4.528,1.1773,-3.3507,-70.747,-28.841,-96.005,-5.6121
-5.248,1.3645,-3.8835,-45.1,-26.91,-80.226,-4.4041
-4.157,1.0808,-3.0762,-46.081,-22.524,-67.152,-3.9164
12.71,-3.3046,9.4054,-49.979,-26.955,-70.683,-3.8989
28.89,-7.5114,21.379,-46.662,-22.731,-77.116,-3.5299
42.76,-11.118,31.642,-44.643,-21.415,-85.397,-3.3799
901,-234.26,666.74,-84.563,-10.379,-93.519,13.492
1024,-266.24,757.76,-87.496,-5.6511,-97.163,16.008
1057.5,-274.95,782.55,-84.236,2.2771,-85.913,17.34
1038,-269.88,768.12,-80.356,6.5885,-53.915,18.067
964,-250.64,713.36,-78.996,8.5641,-47.491,16.797
860,-223.6,636.4,-77.323,9.8698,-40.417,14.91
303.3,-78.858,224.44,-74.138,4.1516,-11.863,4.0225
537.3,-139.7,397.6,-72.15,3.3674,-7.2649,9.0709
107.9,-28.054,79.846,-49.155,3.4807,-17.045,0.48314
36.86,-9.5836,27.276,-53.772,1.2084,-20.811,-1.3004
-3.829,0.99554,-2.8335,-52.834,2.909,-38.447,-2.5729
-4.363,1.1344,-3.2286,-54.771,0.74932,-38.903,-2.7125
-4.828,1.2553,-3.5727,-54.336,0.92093,-37.664,-2.6701
-5.083,1.3216,-3.7614,-51.894,3.3891,-53.848,-2.9934
-4.828,1.2553,-3.5727,-52.738,2.885,-57.277,-3.1229
-3.993,1.0382,-2.9548,-53.299,1.9156,-47.405,-2.8701
-5.2,1.352,-3.848,-55.804,-0.23738,-59.43,-3.3659
-4.782,1.2433,-3.5387,-60.595,-6.0902,-68.482,-3.9128
-4.109,1.0683,-3.0407,-57.923,-2.0593,-51.141,-3.2205
-3.111,0.80886,-2.3021,-23.896,1.541,-61.001,-2.4164
-5.897,1.5332,-4.3638,-27.433,-2.0668,-74.701,-3.0626
10.08,-2.6208,7.4592,-33.136,-5.841,-59.61,-2.5707
24.96,-6.4896,18.47,-27.388,0.16181,-79.373,-2.4861
31.78,-8.2628,23.517,-26.796,0.80308,-62.28,-1.8267
870,-226.2,643.8,-68.5,11.365,-68.81,14.609
981,-255.06,725.94,-71.998,9.9764,-45.089,17.457
371,-96.46,274.54,-38.341,11.53,-48.028,5.6335
367.8,-95.628,272.17,-45.732,3.9961,-30.658,5.6357
645.6,-167.86,477.74,-78.93,-1.3241,-54.751,9.6686
448.7,-116.66,332.04,-75.148,1.1797,-42.197,6.0897
59.68,-15.517,44.163,-37.961,-0.37363,-24.998,-0.54075
