NET SW,NET LW,EH,EE,EG,SW IN,SW OUT,albedo,densidad,LW IN,LW OUT,melt[cm ice eq. day],melt cosima,MB,initial snow height (sh)
131.7,-21.767,70.426,8.7882,0.20074,188.14,56.442,0.30001,917,292.86,-314.63,5.3357,0.0017584,-4.44,0
