SW IN,SW OUT,SW NET,NET LW,EH,EE,melt [cm ice eq. day],hourly mean albedo ,daily mean albedo,mean albedo,Wind Speed,Temp,Pressure,RH
273.1,154.99,118.28,-10.623,58.816,-4.4262,4.5714,0.59869,0.57518,0.56751,6.3155,5.9381,79367,66.278
