NET SW,NET LW,EH,EE,EG,SW IN,SW OUT,albedo,densidad,LW IN,LW OUT,melt[cm ice eq. day],melt cosima,MB,initial snow height (sh)
126.26,-53.176,69.146,3.1136,1.212,273.1,146.84,0.55504,859.95,258.22,-311.4,4.1001,0.0014436,-1.5856,3
