NET SW,NET LW,EH,EE,EG,SW IN,SW OUT,albedo,densidad,LW IN,LW OUT,melt[cm ice eq. day],melt cosima,MB,initial snow height (sh)
128.69,-9.6367,64.343,45.887,1.2613,183.84,55.152,0.3,917,299.68,-309.32,6.4679,0.0022119,-5.2636,0
